tau,gamma,ftp
2.297227536071156e-06,-2564.6003906186693,1.237711780338057e-09
2.5003068519063265e-06,-2470.169310366107,1.237984247696867e-09
2.7213387683753086e-06,-2391.273839066364,1.2378337626153681e-09
2.9619103297725534e-06,-2336.430430768211,1.2378824795458536e-09
3.2237488781490268e-06,-2314.3055092485183,1.2380635624582796e-09
3.508734455902715e-06,-2331.6978492086964,1.2378456196143402e-09
3.8189133047818546e-06,-2396.2034853295213,1.2380152949981956e-09
4.156512558225988e-06,-2513.6917737040153,1.2380468098907854e-09
4.523956232538058e-06,-2689.401623936847,1.2378685904312722e-09
4.923882631706742e-06,-2926.7536992154746,1.2381082980344553e-09
5.359163290848514e-06,-3227.1174476604774,1.2379948437090868e-09
5.832923594286212e-06,-3592.170310646862,1.2379441600100871e-09
6.348565216305224e-06,-4018.45427610274,1.2381665120163779e-09
6.909790545715645e-06,-4502.077988782789,1.2379604996374927e-09
7.520629269592407e-06,-5038.977352427675,1.238059187224264e-09
8.185467307069021e-06,-5616.939797054916,1.2381699969156065e-09
8.909078300934142e-06,-6227.219069690569,1.2379497652449569e-09
9.69665789314552e-06,-6858.817861070817,1.2381501468427945e-09
1.055386103036523e-05,-7491.580735671983,1.2380972861663285e-09
1.1486842567375548e-05,-8113.288729958162,1.237948307709576e-09
1.250230145991456e-05,-8704.798501757366,1.2381666227297441e-09
1.3607528864243332e-05,-9240.364768705835,1.2379733660092125e-09
1.481046048880677e-05,-9706.684553905705,1.237961107312324e-09
1.6119733573881587e-05,-10078.853959427839,1.2381140655020699e-09
1.7544748908334598e-05,-10331.672112066442,1.237865703500813e-09
1.9095738328781007e-05,-10453.539497667112,1.2379995305022254e-09
2.078383818579755e-05,-10417.438187523567,1.2380254142851431e-09
2.2621169304690265e-05,-10204.235558117209,1.2378199883834344e-09
2.4620924014946305e-05,-9806.122693736588,1.238036357032398e-09
2.6797460873256894e-05,-9199.094796372805,1.2379111196553142e-09
2.916640776023707e-05,-8374.512342005062,1.2378156612207495e-09
3.174477409109193e-05,-7330.554304020646,1.2380068898108403e-09
3.455107294592218e-05,-6050.329849127851,1.2377626858110716e-09
3.760545399658176e-05,-4535.835832807841,1.2377988395315236e-09
4.092984818452442e-05,-2790.239127916638,1.2378722423460774e-09
4.4548125188449885e-05,-802.8358508332001,1.237598361161791e-09
4.848626481239088e-05,1416.672712351062,1.23774394518565e-09
5.277254352483543e-05,3863.8618117633523,1.2376643871897318e-09
5.743773748826587e-05,6550.845386204875,1.2374684029562333e-09
6.251534353689725e-05,9468.284509946252,1.2376576355538267e-09
6.804181968927093e-05,12616.262828704175,1.237448017506265e-09
7.405684692262442e-05,16004.969850627345,1.2373953863586565e-09
8.060361408861346e-05,19622.87630028117,1.2375301783039337e-09
8.772912801613357e-05,23510.62408942897,1.2372501685659595e-09
9.548455102782303e-05,27744.782548853647,1.2373318018157343e-09
0.00010392556829367131,32332.25658273905,1.2373238942828047e-09
0.00011311278765939226,37188.01907014002,1.237054882596874e-09
0.00012311217482038908,42158.56428902525,1.2372060318692096e-09
0.00013399552696593398,47436.94606247047,1.237031129117973e-09
0.00014584098829439863,54029.97999190275,1.2368602224572512e-09
0.00015873361110102104,62903.259139076305,1.237000273794136e-09
0.0001727659664669038,72905.30288852636,1.2367144810117642e-09
0.00018803880893409166,80725.29304905428,1.2366971273884162e-09
0.0002046617999391992,89023.91677155,1.2367527834015243e-09
0.00022275429519995587,122646.63240923072,1.2364533023261142e-09
0.00024244620170823307,233216.7981100676,1.236570864064582e-09
0.00026387891048289345,468163.9893127116,1.2364868511941456e-09
0.0002872063117797831,823105.8147552802,1.2362571933859482e-09
0.0003125959000482281,1240685.9427904177,1.2364171828823669e-09
0.00034022997656780714,1665741.7842168931,1.2361807960357692e-09
0.0003703069584005145,2077285.342913926,1.23606773723227e-09
0.00040304280305680546,2466209.9876128095,1.2361600551710168e-09
0.00043867255910485034,2807673.347394427,1.2358283589420912e-09
0.00047745205385661313,3045042.1057914924,1.2358442615862703e-09
0.0005196597302486203,3111949.8920260035,1.2358030813026147e-09
0.0005655986461065008,3002352.1267313627,1.2354883938141446e-09
0.0006155986501483515,2783151.2073482256,1.2356053825965767e-09
0.0006700187503509591,2526533.940502008,1.2354257576008469e-09
0.0007292496916841451,2270455.69138214,1.2352317467037868e-09
0.0007937167617217558,2024314.5469434804,1.235371248819823e-09
0.0008638828442740454,1784848.3358951334,1.235089605295409e-09
0.0009402517429670142,1554054.469133367,1.2350520580028835e-09
0.0010233717986325214,1338707.667151032,1.2351083562104087e-09
0.0011138398264826206,1143445.4242985738,1.2347888608941669e-09
0.0012123054013376529,973528.2161572605,1.2348720994368845e-09
0.0013194755216767086,832377.7025314395,1.2347742477842563e-09
0.0014361196859990803,718601.0827875389,1.2345050653127059e-09
0.0015630754179458174,628406.9159282746,1.2346386578041494e-09
0.0017012542798525892,556820.6739039595,1.2343968048370807e-09
0.0018516484179121578,499290.5419341705,1.2342631133135309e-09
0.002015337685941735,452209.55640882486,1.2343699033736343e-09
0.00219349739890506,412537.2061075968,1.2340604710211075e-09
0.002387406771860647,378586.20654370415,1.234091244497922e-09
0.0025984581049292525,349184.0787189058,1.2340965177003572e-09
0.002828166780230035,323290.3737179969,1.2338087352009378e-09
0.00307818214256508,300391.8072119421,1.2339472808932959e-09
0.0033502993419772366,279817.4322757953,1.233799563409714e-09
0.0036464722232127525,261088.09847100737,1.2335987624880116e-09
0.003968827354637166,243999.3706606347,1.2337354191892968e-09
0.004319679297334174,228130.63633656074,1.2334447364066522e-09
0.004701547224022139,213336.9417633031,1.2333671302854078e-09
0.00511717300711461,199502.89776114564,1.2334056565499267e-09
0.005569540905800136,186375.81961738502,1.2330561721736083e-09
0.006061898993497585,173971.22891029518,1.2331020258105113e-09
0.006597782479539547,162183.885258866,1.2329953715084828e-09
0.007181039092537356,150892.8344328482,1.2326946783332298e-09
0.007815856707684091,140154.5106857543,1.2328005302306823e-09
0.008506793416364171,129859.43188006635,1.2325338143399922e-09
0.009258810253973964,119992.13172648984,1.2323282350305715e-09
0.010077306820944617,110610.51639253873,1.2323525902620272e-09
0.010968160052731402,101629.66707648987,1.2319134669211609e-09
0.011937766417144382,93080.15663500314,1.231741452811887e-09
0.012993087842004172,84964.48860740566,1.2315048097270751e-09
0.014141701702890239,77215.50685115997,1.2308798123968276e-09
0.015391855229902085,69880.34811853728,1.2305953550658088e-09
0.01675252472408217,62936.151923046484,1.229954458522584e-09
0.018233480008684425,56349.085791879086,1.2291331637614095e-09
0.01984535457805803,50150.87690978279,1.2285581783963066e-09
0.021599721947827215,44296.941505890194,1.2274477269664886e-09
0.023509178754572892,38773.29250183517,1.2263995715268006e-09
0.025587435201685892,33591.200420891,1.2253595676288396e-09
0.0278494135008065,28707.3843655317,1.2237740438621673e-09
0.030311355015675823,24122.91089501221,1.2224135303971473e-09
0.032990936877709424,19835.992402261258,1.2207643149452222e-09
0.03590739891061055,15814.0340621985,1.2187232198366223e-09
0.03908168177536272,12063.04629275594,1.2169208279277078e-09
0.04253657732750392,8573.381640294967,1.2145975474383413e-09
0.04629689226627268,5322.767901156343,1.2121421606592952e-09
0.050389626250651604,2318.7932519285423,1.2097952275455371e-09
0.05484416576121026,-449.7745790079308,1.2068647580572334e-09
0.05969249509970739,-2997.824294292348,1.2040724659411796e-09
0.06496942604146125,-5317.575300364529,1.2011794262118215e-09
0.0707128477894301,-7421.271940635476,1.1978424360630535e-09
0.07696399902471167,-9318.82121668335,1.1948222863254237e-09
0.08376776400682924,-11001.719888960699,1.191506972833569e-09
0.0911729948498494,-12483.919626555371,1.1880392951226506e-09
0.09923286228832566,-13770.343081922569,1.184917272505722e-09
0.1080052374516254,-14853.441523978634,1.1814187450724949e-09
0.11755310738783699,-15750.903348796706,1.1781184269549985e-09
0.1279450273207876,-16463.799423474295,1.1750707697447923e-09
0.13925561288744648,-16990.11225113742,1.1717573743774427e-09
0.15156607589006044,-17350.823913750835,1.1689651563800718e-09
0.1649648074098024,-17543.764206666772,1.1663153393018702e-09
0.1795480124687834,-17575.75276022443,1.1637249634023874e-09
0.19542040079740555,-17469.061008989585,1.1618923794405075e-09
0.2126959386668692,-17221.769960189944,1.1601931541887596e-09
0.23149866718511658,-16850.762794935552,1.1590301286718129e-09
0.25196359293170184,-16376.162584873447,1.1587515958919231e-09
0.27423765732649524,-15798.78163101475,1.1587763590916594e-09
0.29848079169243336,-15141.607934278753,1.1598495717245804e-09
0.3248670655878381,-14418.80496407009,1.1618639416283997e-09
0.3535859366535183,-13634.511449852578,1.1645674590818524e-09
0.3848436109487433,-12811.873586761076,1.1687815728591675e-09
0.41886452354352793,-11958.408842057184,1.174048933633306e-09
0.45589294999810687,-11081.93531883395,1.18062267257423e-09
0.4961947603002908,-10202.28175989326,1.1891244638936278e-09
0.5400593278542374,-9323.08477554938,1.1990292456094561e-09
0.5878016072274924,-8454.606565665557,1.21109370017183e-09
0.6397643955748437,-7610.55429612406,1.2255767188716641e-09
0.696320793976389,-6791.926500124229,1.2422542763369034e-09
0.7578768863625945,-6007.8645417328735,1.2622259471209843e-09
0.8248746552614599,-5264.700807414081,1.2854423493547805e-09
0.8977951553033332,-4561.43118321247,1.3123174831117284e-09
0.9771619672696181,-3903.9291957359096,1.3440402105759852e-09
1.0635449574860134,-3293.0822732948864,1.3805085581007729e-09
1.157564369553306,-2727.6014213900307,1.4228778255091757e-09
1.2598952777950285,-2211.068518524874,1.472060858570817e-09
1.3712724343984037,-1742.0783852857369,1.5281226816108299e-09
1.4924955450518322,-1318.96896337558,1.5925541496174022e-09
1.6244350109588688,-942.4405283226582,1.665452611139412e-09
1.7680381784572086,-609.8128507824472,1.7470038438352078e-09
1.924336141115984,-319.8407010554082,1.8381684031204632e-09
2.094451143151473,-72.56770452357173,1.9378042974026436e-09
2.279604637318982,135.02733226712888,2.0460348239240218e-09
2.4811260551377754,305.35984451593174,2.1624240102242126e-09
2.7004623524206877,440.60904153282564,2.2847123743438803e-09
2.9391883986468903,545.4128957765473,2.4129183052709188e-09
3.1990182847750672,623.6344155123943,2.5450276096651827e-09
3.4818176306889734,678.7319970460663,2.6788504838568663e-09
3.7896169806447237,715.2820594216782,2.8150412735408784e-09
4.124626382901356,736.2921410162478,2.9513526145423627e-09
4.489251258218608,744.2911330131212,3.0876578455588526e-09
4.8861096711603365,741.965157262627,3.225628555575561e-09
5.318051128214208,730.2204788408504,3.3633067931737043e-09
5.7881770377012804,710.0109755832284,3.501582008383266e-09
6.299862978380706,682.1651060955634,3.640037673503144e-09
6.856782936641752,646.694558749859,3.776713305225886e-09
7.462935686310145,605.1766475386974,3.915780850597175e-09
8.12267350047972,559.3618921185368,4.058903604166118e-09
8.840733401525082,510.1317319770782,4.2067247558528645e-09
9.622271173675154,458.97160617597416,4.361699712385666e-09
10.472898382363617,407.0319493817553,4.521342628527425e-09
11.398722666160525,355.84612105653105,4.688078155131484e-09
12.406391590588344,308.2966004380205,4.866610173792057e-09
13.503140378698777,266.4171949836339,5.055499314447398e-09
14.696843861124474,230.82127542342974,5.254060336656545e-09
15.996073018614911,201.39364263401635,5.456085351223955e-09
17.410156523040225,177.34480752307093,5.6574780839826665e-09
18.949247718738235,157.75450343794208,5.867503491149422e-09
20.624397525140967,141.5800416766608,6.092579888458801e-09
22.44763378413224,127.48854771553111,6.337274109484931e-09
24.432047621864918,114.05987580010786,6.603529502646024e-09
26.591887445127018,100.0160906425154,6.883101072874359e-09
28.942661247167518,84.97796570617079,7.172141113106585e-09
31.501247957553343,69.44669604056762,7.463135671982202e-09
34.28601863556597,53.8793879870075,7.743198092248688e-09
37.316968377327555,38.60580686122851,8.009128872168832e-09
40.61585988376988,23.979666813766517,8.251462429757085e-09
44.20637972028548,10.344762714584196,8.463350378852577e-09
48.11430839003265,-1.655623276955343,8.650521156910273e-09
52.36770544204666,-11.311146757502222,8.809174661779942e-09
56.99711094326075,-18.48557707930545,8.938378842357552e-09
62.03576476104281,-23.48136793844462,9.0376899544858e-09
67.51984523072522,-26.630554290506705,9.09269669721601e-09
73.48872892180388,-28.223974795714952,9.095085430083099e-09
79.98527336796724,-28.43960831527607,9.028815953568379e-09
87.05612479099892,-27.46699081587474,8.866972573886966e-09
94.75205302806548,-25.722302239137836,8.593140588711463e-09
103.12831606721869,-23.611876506636374,8.186048836898491e-09
112.24505680853105,-21.243392881331484,7.642047265033014e-09
122.1677348996793,-18.456256404410823,6.991249900612959e-09
132.96759674662152,-15.068049538885157,6.241832010226842e-09
144.72218707411403,-11.265829986827672,5.361591090721873e-09
157.51590570916244,-7.628030774926168,4.30606427177253e-09
171.44061358519755,-4.651582537884725,3.0882562823761162e-09
186.5962923181746,-2.5021915314677705,1.8760495213922164e-09
203.09176209047388,-1.1423654721526886,9.240345533065103e-10
221.04546299710285,-0.42516517814600246,3.5865102610958417e-10
240.58630546440668,-0.12523031670914042,1.0795125017154645e-10
261.8545958474238,-0.02867751350659419,2.498811145619085e-11
285.0030438518117,-0.005057219306199604,4.429792921805755e-12
310.19785901381,-0.0006834741056214579,6.001992447903712e-13
337.6199441111347,-7.062189794072298e-05,6.209302790091518e-14
367.4661940736703,-5.572657208834441e-06,4.902530038872792e-15
399.95090972036695,-3.3562101174415873e-07,2.9534465958010426e-16
435.3073364731901,-1.5423525042376003e-08,1.3574446353827739e-17
473.7893390963144,-5.407668800456966e-10,4.759667378180594e-19
515.6732244854974,-1.4464443845107232e-11,1.2731562113882223e-20
561.2597255954989,-2.9515204544532724e-13,2.597958371565083e-22
610.8761607505039,-4.5944773888776735e-15,4.044134523082149e-24
664.8787838417277,-5.455942215537347e-17,4.8024263659425617e-26
723.655342286968,-4.942484525880539e-19,4.350478022102085e-28
787.6278611187063,-3.415561519446762e-21,3.0064508756958227e-30
857.2556731909342,-1.8006106716368843e-23,1.584936920569365e-32
933.0387172620399,-7.241329113840342e-26,6.373977509651498e-35
1015.5211276345691,-2.221556881620657e-28,1.9554635059247458e-37
1105.2951411260244,-5.199208546212201e-31,4.576458552315297e-40
1203.005349423329,-9.282344233416827e-34,8.170525208378796e-43
1309.3533273536123,-1.2642085586248875e-36,1.1127844146657595e-45
1425.1026703030022,-1.3134707388164279e-39,1.1561460835879881e-48
1551.0844769528405,-1.0410286842490274e-42,9.163365450325684e-52
1688.2033167003663,-6.294273459528399e-46,5.540359154993296e-55
1837.4437246107323,-2.9031477239721172e-49,2.5554150422982517e-58
1999.877270535287,-1.0214880241862158e-52,8.991364240963894e-62
2176.6702531534634,-2.74181431836732e-56,2.4134057998368803e-65
2369.0920741826417,-5.614142309820981e-60,4.941692630900694e-69
2578.5243528842766,-8.769390518356165e-64,7.719012114705431e-73
2806.4708463098445,-1.0449512268048605e-67,9.197892558440236e-77
3054.5682465154446,-9.498679762752802e-72,8.360948689682029e-81
3324.597932270945,-6.58674861001492e-76,5.797802277352275e-85
3618.4987596427577,-3.484332140987286e-80,3.0669864629993823e-89
3938.380983288489,-1.406075438368715e-84,1.2376587997187047e-93
4286.541408420934,-4.328508883361457e-89,3.8100495627530976e-98
4665.479882234487,-1.0165028968846869e-93,8.94748404629746e-103
5077.917243205404,-1.8210402476840532e-98,1.602920032373327e-107
5526.8148571446145,-2.4886916149868433e-103,2.1906015801327806e-112
6015.3958802748575,-2.5945571480045716e-108,2.2837867713046315e-117
6547.168402004743,-2.0634598057947624e-113,1.8163031063768406e-122
7125.9506335684255,-1.2518993174904058e-118,1.1019495571676966e-127
7755.898323389033,-5.794065600291786e-124,5.100065103670814e-133
8441.534596012994,-2.0456815561021917e-129,1.8006542965227046e-138
9187.782428863358,-5.509767430375363e-135,4.849819546327596e-144
10000.0,-1.1320591562469716e-140,9.96463588153966e-150
