tau,gamma,ftp
1e-07,2.889350782317945e-06,2.1464162837145755e-05
1.1097524964120721e-07,1.4751831991969514e-05,0.00011017679255207925
1.2315506032928263e-07,5.0709627775860686e-05,0.0003836286626521741
1.3667163564620074e-07,0.00011955331040478378,0.0009314363839525538
1.5167168884709241e-07,0.0002011485037859825,0.0016661839901572792
1.6831803533309585e-07,0.00025955559319354167,0.0023939505855557464
1.867913599020781e-07,0.0002825604759160755,0.0030252787206884314
2.0729217795953698e-07,0.0002812543471002109,0.0035683513859990222
2.300430119772917e-07,0.000268065757610211,0.004048862228316867
2.5529080682395163e-07,0.00025045095538342373,0.004472974360348679
2.833096101839324e-07,0.00023164436041301967,0.004836672454520847
3.1440354715915e-07,0.0002136914917201547,0.0051483380289051835
3.489101213406774e-07,0.00019750142733735993,0.005409563547709689
3.872038781812557e-07,0.00018350550570956828,0.005631235317418396
4.2970047043208437e-07,0.0001715967233365973,0.00581373575797286
4.768611697714474e-07,0.00016141146601390612,0.005964985558914759
5.291978735958437e-07,0.00015249207009767184,0.0060874511365081405
5.872786613189477e-07,0.0001445933532005989,0.006185620464857328
6.517339604882421e-07,0.0001378625574179989,0.006265010762339722
7.232633896483533e-07,0.00013218949244855001,0.006326156639198238
8.026433522257174e-07,0.00012738446426699374,0.006376071747763204
8.907354638610439e-07,0.0001230413375824372,0.006412316720449451
9.884959046625586e-07,0.00011904052068736104,0.00644259247976811
1.096985797892384e-06,0.00011512765108437092,0.006464028529225646
1.217382727739662e-06,0.000111210236365196,0.006482840799251142
1.3509935211980278e-06,0.00010722803578499984,0.006497057624984052
1.499268432786047e-06,0.00010358463717524456,0.00650968556105959
1.6638168860761274e-06,0.00010084549410481803,0.006520888455477326
1.8464249428955464e-06,9.882206704122622e-05,0.006530269615309466
2.049074689815846e-06,9.670398740486733e-05,0.006541069558549931
2.2739657523579273e-06,9.421006017088384e-05,0.006550238632291785
2.523539170434766e-06,9.236281913147196e-05,0.006563037625809751
2.800503894183631e-06,9.183292214146562e-05,0.006574543663696218
3.107866187782014e-06,9.210909170381236e-05,0.006589501734765374
3.4489622604057595e-06,9.215235401331294e-05,0.00660248998963981
3.827494478516315e-06,9.176490127514082e-05,0.006617224239963832
4.247571552536894e-06,9.115842030309601e-05,0.00663095804969357
4.713753134116729e-06,9.05092109506688e-05,0.006644879602931175
5.2310993080562585e-06,8.972019746545709e-05,0.006658852099801133
5.805225516094895e-06,8.832768668415935e-05,0.006670170725012684
6.44236350872137e-06,8.568668593374262e-05,0.00668076329729143
7.149428986597577e-06,8.140918015497349e-05,0.006685259839660375
7.934096665797492e-06,7.611695174000663e-05,0.006688562052832101
8.804883581643465e-06,7.082901841383482e-05,0.006685047702308879
9.771241535346501e-06,6.713102713713286e-05,0.006679103124901086
1.0843659686896109e-05,6.650959282503782e-05,0.006664775074211055
1.2033778407775906e-05,6.938802913454397e-05,0.006643327924223413
1.3354515629298974e-05,7.490538282419483e-05,0.006610599429598521
1.48202070579886e-05,8.062124386776484e-05,0.006566023837377608
1.6446761779946626e-05,8.328415810330672e-05,0.006511226211894229
1.8251834943190462e-05,8.299679997936569e-05,0.006442267870130857
2.0255019392306664e-05,8.419030197344785e-05,0.0063605519804900736
2.2478058335487252e-05,8.966490792485837e-05,0.0062586475005459346
2.4945081352303165e-05,9.732558516132462e-05,0.006141302299680535
2.7682866303920665e-05,0.00010388678931646626,0.006003302941523419
3.072112998861759e-05,0.00010883732565005282,0.005848390156738092
3.409285069746814e-05,0.0001130408411858221,0.005672651675537166
3.783462617131933e-05,0.0001172291395500736,0.005477689660383719
4.1987070844439056e-05,0.00012152314522260039,0.0052642931006294785
4.659525668664687e-05,0.0001258801245131072,0.005032438621091296
5.170920242896755e-05,0.00013009456469661502,0.00478743809793288
5.7384416483024044e-05,0.00013358224666688555,0.0045290145986665135
6.368249944718586e-05,0.00013545263379003731,0.0042661101605907265
7.067181273927492e-05,0.00013467521101698544,0.004000699591846438
7.842822061337681e-05,0.00013133413928583803,0.0037431645891524163
8.703591361485166e-05,0.00012751157032284415,0.0034994247746000092
9.658832241158708e-05,0.00012952775524829082,0.0032800264015415137
0.00010718913192051276,0.00014376564141827222,0.003094755774865967
0.00011895340673703195,0.00016830857751020295,0.0029522021952888516
0.0001320088400831418,0.0001950994581855951,0.002861155402389345
0.00014649713983072864,0.0002212479191365722,0.0028256647754479215
0.0001625755666443795,0.0002505794721479829,0.0028481612172378316
0.00018041864093920718,0.00028749713908818027,0.002926153981831435
0.00020022003718155845,0.0003355213144575669,0.0030551633194478493
0.0002221946860939524,0.00040390219775925004,0.0032262158636803223
0.0002465811075822604,0.0005170066661269792,0.0034321759163642713
0.0002736439997074672,0.0007176322039631328,0.0036609939885374446
0.00030367711180354605,0.0010691102741585243,0.003906996454740826
0.00033700643292719284,0.0016430660893668259,0.004160043941819078
0.0003739937302478798,0.002477337332551147,0.004416658944526171
0.0004150404757850477,0.003568893531699389,0.004671811398458275
0.00046059220411451084,0.004908549990556157,0.0049235009175578525
0.0005111433483440171,0.00646667020081196,0.00517327088376026
0.0005672426068491978,0.008236950538237907,0.005419358202915753
0.0006294988990221888,0.010233004015900835,0.005667109472998028
0.0006985879746785249,0.012473944779384842,0.005914473917859405
0.0007752597488629464,0.014985982160951341,0.0061704423017022916
0.000860346441668451,0.017766798504404258,0.006438051305263956
0.0009547716114208065,0.02083294090585301,0.00673426990735442
0.001059560179277617,0.024173516826953928,0.007072065500764019
0.0011758495540521582,0.02786429775194951,0.007462544054969316
0.0013049019780144017,0.032006334729015304,0.007909893625382063
0.001448118227674533,0.0367374914389758,0.008424754542199193
0.0016070528182616384,0.0421982339794183,0.009032037798560754
0.0017834308769319094,0.048551468663581836,0.009750082754774798
0.0019791668678535573,0.05603774836139051,0.010599027780903573
0.002196385372416547,0.06492247654756512,0.01158655343847734
0.002437444150122222,0.07564783545701648,0.012739824597936373
0.002704959730463137,0.08874373016557466,0.014075540238564142
0.0030018358135755923,0.10508448180327791,0.01563395041627648
0.003331294787934677,0.12549968868330125,0.017444523609136665
0.0036969127071950323,0.15048964910346102,0.019558913283550822
0.00410265810582719,0.17977875248446132,0.022024532861690777
0.004552935074866948,0.21307287369701192,0.024903802569700494
0.00505263106533568,0.2497844444313996,0.02827028926292364
0.005607169938205458,0.28887697130033896,0.03219693733289029
0.006222570836730231,0.32880764979265376,0.03679170332274273
0.006905513520162331,0.36691878309613135,0.042139497773513813
0.007663410868007463,0.40056178364589295,0.04838922585335383
0.008504489341802686,0.42471528898273186,0.05562954899952221
0.009437878277775391,0.43281606824493507,0.06400409302551394
0.010473708979594508,0.4174325111632982,0.07354717381198332
0.011623224686798541,0.3787085185058371,0.08433982537527711
0.01289890261253308,0.32642036314256695,0.09635062909714379
0.014314589375234785,0.26843150014790673,0.10951516089286055
0.015885651294280528,0.20914223115572986,0.12370931194687211
0.01762914118095948,0.15151234232750585,0.13867321974266814
0.01956398343517065,0.10098324218923269,0.15428725648749392
0.021711179456945052,0.06311199195987412,0.17008245375501582
0.02409403560239527,0.03857487586200418,0.1856736517061103
0.026738416158399492,0.025073289696515483,0.200230089299267
0.029673024081888724,0.018811804459086638,0.2133069792244556
0.032929712550971546,0.015635402679614937,0.22433782631575663
0.036543830709572546,0.013140212628806614,0.23267425158949295
0.040554607358408275,0.010894423273643077,0.23766908677872906
