tau,gamma,ftp
2.297227536071156e-06,-2662.8061394852493,1.0924548667111142e-09
2.5003068519063265e-06,-2533.9241874386694,1.0926514885463454e-09
2.7213387683753086e-06,-2409.4028553775656,1.0924839078702204e-09
2.9619103297725534e-06,-2298.3205008326286,1.0925016276928538e-09
3.2237488781490268e-06,-2210.4840848051626,1.092645744483618e-09
3.508734455902715e-06,-2153.4833877176866,1.0924465722202763e-09
3.8189133047818546e-06,-2136.575694907357,1.092596559548593e-09
4.156512558225988e-06,-2168.016303250612,1.0926297065139955e-09
4.523956232538058e-06,-2255.1266797414705,1.0924810464610484e-09
4.923882631706742e-06,-2404.8322073587124,1.0927027404423476e-09
5.359163290848514e-06,-2622.845701174939,1.092613043052157e-09
5.832923594286212e-06,-2914.6446757272897,1.0925787559562885e-09
6.348565216305224e-06,-3282.273226877373,1.092785818768353e-09
6.909790545715645e-06,-3727.3784970393976,1.0926161533893185e-09
7.520629269592407e-06,-4249.6220005861405,1.092718242839365e-09
8.185467307069021e-06,-4841.480172450715,1.0928356515787813e-09
8.909078300934142e-06,-5497.166406535355,1.0926671343535357e-09
9.69665789314552e-06,-6205.164781706064,1.0928771292535837e-09
1.055386103036523e-05,-6945.293283077851,1.0928715525875383e-09
1.1486842567375548e-05,-7703.631989563648,1.0927889941375206e-09
1.250230145991456e-05,-8456.51852219672,1.0930370730652368e-09
1.3607528864243332e-05,-9174.868905038717,1.0929268612317635e-09
1.481046048880677e-05,-9840.796923523389,1.092979898965633e-09
1.6119733573881587e-05,-10422.373306376576,1.0931800855440024e-09
1.7544748908334598e-05,-10888.63707593239,1.093026209415658e-09
1.9095738328781007e-05,-11220.409865135192,1.0932096459576807e-09
2.078383818579755e-05,-11380.4221773595,1.0932975670086236e-09
2.2621169304690265e-05,-11341.462112498748,1.0931824154134148e-09
2.4620924014946305e-05,-11086.057971082228,1.0934427901164016e-09
2.6797460873256894e-05,-10578.321446354748,1.0934068502291682e-09
2.916640776023707e-05,-9801.155525185473,1.0934052537371486e-09
3.174477409109193e-05,-8742.924003913678,1.0936670055651885e-09
3.455107294592218e-05,-7376.456154873821,1.093556610713223e-09
3.760545399658176e-05,-5699.883131766916,1.0937077961431381e-09
4.092984818452442e-05,-3711.9103221471873,1.0939062735177654e-09
4.4548125188449885e-05,-1396.5319150306645,1.0938135210907776e-09
4.848626481239088e-05,1236.247100349086,1.0941069655084874e-09
5.277254352483543e-05,4182.974836927948,1.0942169643988657e-09
5.743773748826587e-05,7455.467129677582,1.0942412513131192e-09
6.251534353689725e-05,11035.593053566745,1.09462379640335e-09
6.804181968927093e-05,14917.809990016563,1.0946733039190046e-09
7.405684692262442e-05,19108.582843521785,1.0948837897194036e-09
8.060361408861346e-05,23585.61075586314,1.0952825136967251e-09
8.772912801613357e-05,28384.64202489544,1.0953377328795308e-09
9.548455102782303e-05,33577.55031053263,1.0957334318347737e-09
0.00010392556829367131,39161.06981786824,1.096062086886156e-09
0.00011311278765939226,45056.88066898143,1.09616069755799e-09
0.00012311217482038908,51118.87407048293,1.096609667920668e-09
0.00013399552696593398,57527.68983290641,1.0967152232085018e-09
0.00014584098829439863,65261.30066881762,1.096727728552325e-09
0.00015873361110102104,75236.02421252352,1.0968554064036295e-09
0.0001727659664669038,86289.74545497574,1.0963639923834863e-09
0.00018803880893409166,95071.41348616806,1.095770932573663e-09
0.0002046617999391992,103617.14112078778,1.0947710566971076e-09
0.00022275429519995587,134659.23729956415,1.0928283936153466e-09
0.00024244620170823307,236085.42225777576,1.0904568208735061e-09
0.00026387891048289345,452442.5481863043,1.0869022147703927e-09
0.0002872063117797831,781415.5394800077,1.0820105710004916e-09
0.0003125959000482281,1172908.020184173,1.0760910013417855e-09
0.00034022997656780714,1579119.2403472757,1.0682737031604315e-09
0.0003703069584005145,1983086.008230207,1.0589315037189412e-09
0.00040304280305680546,2377554.217418665,1.0482419021161516e-09
0.00043867255910485034,2737718.0811555292,1.0359221831454536e-09
0.00047745205385661313,3004332.3208153844,1.0233155221013732e-09
0.0005196597302486203,3107199.044971319,1.0110121219941355e-09
0.0005655986461065008,3036020.497589533,9.995043474059275e-10
0.0006155986501483515,2852236.9111511703,9.900923072533135e-10
0.0006700187503509591,2623256.5021091015,9.832777141011574e-10
0.0007292496916841451,2385351.1768667805,9.808392615437383e-10
0.0007937167617217558,2148139.840310575,9.846330097482804e-10
0.0008638828442740454,1909056.1479295762,9.93339522594756e-10
0.0009402517429670142,1671268.8908562667,1.0024007144366128e-09
0.0010233717986325214,1442238.5653806317,1.0049922337918283e-09
0.0011138398264826206,1226264.629720258,9.98724691843395e-10
0.0012123054013376529,1028030.0073315554,9.890264951616857e-10
0.0013194755216767086,851643.1655857192,9.821263169680153e-10
0.0014361196859990803,700790.3416817109,9.81141328283394e-10
0.0015630754179458174,581421.5404408544,9.858303666580026e-10
0.0017012542798525892,495847.9045302936,9.938328100481115e-10
0.0018516484179121578,437964.21426575235,1.0042009054979986e-09
0.002015337685941735,396892.90290594567,1.0161235066152534e-09
0.00219349739890506,363741.175420953,1.0284273874651518e-09
0.002387406771860647,335029.9668920703,1.0409476119949848e-09
0.0025984581049292525,310199.3680595838,1.0524788443224086e-09
0.002828166780230035,288996.08081254043,1.0623342021788865e-09
0.00307818214256508,271054.53935792233,1.0709687430247692e-09
0.0033502993419772366,255600.64251822364,1.077737054228176e-09
0.0036464722232127525,242087.47784844914,1.0830011672028132e-09
0.003968827354637166,230279.9418077904,1.087281547954642e-09
0.004319679297334174,219789.59266389886,1.09008354222001e-09
0.004701547224022139,210454.3914501957,1.0921910925374673e-09
0.00511717300711461,202068.6076779754,1.093707139589871e-09
0.005569540905800136,194324.0639127479,1.0943457216267047e-09
0.006061898993497585,187149.8788695448,1.0949465504333167e-09
0.006597782479539547,180316.64770325943,1.0951336703842524e-09
0.007181039092537356,173638.43875266938,1.094955296948783e-09
0.007815856707684091,167079.86284157625,1.0950146201645835e-09
0.008506793416364171,160417.82168249504,1.0946700845230625e-09
0.009258810253973964,153596.56080663705,1.0943431705298731e-09
0.010077306820944617,146600.59041564594,1.0942133264465405e-09
0.010968160052731402,139276.45563259957,1.0936848240431991e-09
0.011937766417144382,131677.0155714407,1.0934195145698886e-09
0.012993087842004172,123788.48424639457,1.093133922503341e-09
0.014141701702890239,115549.84934451421,1.0925466659985886e-09
0.015391855229902085,107084.71817889666,1.0923068613779669e-09
0.01675252472408217,98392.80048162428,1.0917972859552233e-09
0.018233480008684425,89499.55826241193,1.0911724608135229e-09
0.01984535457805803,80537.75024408707,1.090805755215695e-09
0.021599721947827215,71503.46354674675,1.089997125012553e-09
0.023509178754572892,62458.246033057454,1.0892670378938281e-09
0.025587435201685892,53497.10455863659,1.0885513345413759e-09
0.0278494135008065,44610.63705237247,1.0873404135193353e-09
0.030311355015675823,35874.50282353027,1.086293549737033e-09
0.032990936877709424,27353.202794117315,1.0849210518864343e-09
0.03590739891061055,19035.312810558025,1.0830961970377646e-09
0.03908168177536272,10977.814766712523,1.0813369209869324e-09
0.04253657732750392,3204.316134506402,1.0789184538879622e-09
0.04629689226627268,-4301.30175295616,1.0761410019002277e-09
0.050389626250651604,-11485.319344638925,1.0731729477713662e-09
0.05484416576121026,-18334.165766140875,1.0693515089808524e-09
0.05969249509970739,-24855.219012239253,1.0652893208386416e-09
0.06496942604146125,-30987.58745495173,1.0607571997169513e-09
0.0707128477894301,-36723.40147230982,1.0554345056143796e-09
0.07696399902471167,-42054.98222941039,1.0500182346181771e-09
0.08376776400682924,-46909.54413106306,1.0440032379092324e-09
0.0911729948498494,-51289.29355341173,1.0375509110168888e-09
0.09923286228832566,-55170.613670947365,1.0311888734604102e-09
0.1080052374516254,-58482.219384637145,1.024367558142274e-09
0.11755310738783699,-61242.55962131581,1.0176713332582634e-09
0.1279450273207876,-63409.456138068956,1.011280819755549e-09
0.13925561288744648,-64928.88333568151,1.0048468352465618e-09
0.15156607589006044,-65835.43657952972,9.991521961344242e-10
0.1649648074098024,-66081.03516291882,9.940070554430141e-10
0.1795480124687834,-65662.1126989582,9.894315234123968e-10
0.19542040079740555,-64649.86431030577,9.861242252846204e-10
0.2126959386668692,-63030.6209849522,9.836743349596197e-10
0.23149866718511658,-60867.81736276165,9.8251155278469e-10
0.25196359293170184,-58251.15952192703,9.830387004418542e-10
0.27423765732649524,-55197.99148468928,9.848985213116742e-10
0.29848079169243336,-51813.06644166461,9.888435267125575e-10
0.3248670655878381,-48182.059290130754,9.949428466451097e-10
0.3535859366535183,-44345.274062163524,1.0032028432328123e-09
0.3848436109487433,-40414.75314766207,1.014543019396821e-09
0.41886452354352793,-36453.45272669768,1.0288900277652255e-09
0.45589294999810687,-32505.760556734287,1.046899797131358e-09
0.4961947603002908,-28658.30893095711,1.0696165654870038e-09
0.5400593278542374,-24942.677655408683,1.0974248479666215e-09
0.5878016072274924,-21394.07491712342,1.1322366892967066e-09
0.6397643955748437,-18065.280773619357,1.1761316306689957e-09
0.696320793976389,-14963.705457408485,1.23206727022561e-09
0.7578768863625945,-12107.706080981918,1.30591350789466e-09
0.8248746552614599,-9516.117890945969,1.4051356562615294e-09
0.8977951553033332,-7178.383317996641,1.5413590823053989e-09
0.9771619672696181,-5096.986008500112,1.7311363649930344e-09
1.0635449574860134,-3269.097103642473,1.9939985100543728e-09
1.157564369553306,-1674.582202771924,2.3516878461224626e-09
1.2598952777950285,-304.2071880139574,2.823533456961297e-09
1.3712724343984037,856.5332234033974,3.420672161806381e-09
1.4924955450518322,1830.2341039187568,4.1342062306881075e-09
1.6244350109588688,2628.738956835101,4.935782755916826e-09
1.7680381784572086,3268.524811959082,5.797787130011129e-09
1.924336141115984,3769.896631952388,6.684349269932577e-09
2.094451143151473,4143.522462870305,7.547725218337513e-09
2.279604637318982,4405.754431111953,8.351823782869423e-09
2.4811260551377754,4573.975662670236,9.053156187532633e-09
2.7004623524206877,4657.84271166441,9.601822537500764e-09
2.9391883986468903,4673.892568325452,9.971563887957567e-09
3.1990182847750672,4636.319238623438,1.0132747033189146e-08
3.4818176306889734,4552.570937998255,1.0063894739194626e-08
3.7896169806447237,4434.088526627926,9.782867618279338e-09
4.124626382901356,4286.688487092435,9.308157925817242e-09
4.489251258218608,4115.7613724508365,8.66679856515565e-09
4.8861096711603365,3932.9994509588314,7.913034645715725e-09
5.318051128214208,3744.285369258312,7.089963326197032e-09
5.7881770377012804,3554.7424156435654,6.238623885712948e-09
6.299862978380706,3369.3921114259715,5.408631308373507e-09
6.856782936641752,3187.392849831138,4.635192023798599e-09
7.462935686310145,3009.9323623203827,3.952707801267281e-09
8.12267350047972,2837.0062761071167,3.3963618733620408e-09
8.840733401525082,2666.9007436974316,2.981431212715315e-09
9.622271173675154,2502.437391952032,2.708467636120243e-09
10.472898382363617,2344.3308409634374,2.570976230802975e-09
11.398722666160525,2192.0743439609255,2.5559955242273807e-09
12.406391590588344,2046.520318088839,2.6467802081150404e-09
13.503140378698777,1906.0187145905813,2.8274176917996232e-09
14.696843861124474,1771.221920397382,3.0847172813462765e-09
15.996073018614911,1644.322527332255,3.4035331798988104e-09
17.410156523040225,1525.3226365103544,3.77124995570673e-09
18.949247718738235,1415.369934666572,4.177026856004419e-09
20.624397525140967,1314.6250586321335,4.605009027764402e-09
22.44763378413224,1221.902344993546,5.045230431882249e-09
24.432047621864918,1136.9839200289518,5.489173979788998e-09
26.591887445127018,1058.2682689195462,5.923584092631966e-09
28.942661247167518,984.2678674934897,6.344746345793602e-09
31.501247957553343,914.2584680903634,6.747180295742754e-09
34.28601863556597,846.838230293813,7.122178447880427e-09
37.316968377327555,782.3244351820275,7.471283217734773e-09
40.61585988376988,721.7208247896275,7.78891932140922e-09
44.20637972028548,665.3387810226855,8.069565563500512e-09
48.11430839003265,614.236401681386,8.315344397961686e-09
52.36770544204666,568.7292476614385,8.51700974387603e-09
56.99711094326075,528.0129143021494,8.67028751660659e-09
62.03576476104281,490.85550825209356,8.77346315506413e-09
67.51984523072522,455.1197402438542,8.813200323749977e-09
73.48872892180388,418.9798938143455,8.786480650535128e-09
79.98527336796724,380.9270804595751,8.686859265711673e-09
87.05612479099892,339.67322633528767,8.498878540850053e-09
94.75205302806548,295.69707459554655,8.218628571743268e-09
103.12831606721869,250.2571799801438,7.834908634633554e-09
112.24505680853105,204.69821270322322,7.339702389564705e-09
122.1677348996793,161.37811782397938,6.741334602732115e-09
132.96759674662152,122.37762604454717,6.027765043933813e-09
144.72218707411403,88.55405153280056,5.167306122686757e-09
157.51590570916244,60.332762385418,4.133261385080573e-09
171.44061358519755,37.817220644112425,2.9526975883868148e-09
186.5962923181746,20.95077033225609,1.7887707445371992e-09
203.09176209047388,9.772600489639455,8.796310718327664e-10
221.04546299710285,3.6840335924252785,3.411260858464298e-10
240.58630546440668,1.0925741086016543,1.0263242698839518e-10
261.8545958474238,0.25106627034861556,2.3751942161245375e-11
285.0030438518117,0.04435058177272518,4.210221086440831e-12
310.19785901381,0.005998864209519427,5.704211498349271e-13
337.6199441111347,0.0006200969941973862,5.901097359019168e-14
367.4661940736703,4.8940210912755863e-05,4.6591350122091635e-15
399.95090972036695,2.947763259158796e-06,2.806802152616158e-16
435.3073364731901,1.3547097521782355e-07,1.2900414836707655e-17
473.7893390963144,4.749871708832169e-09,4.523323135150128e-19
515.6732244854974,1.2705095507560785e-10,1.2099361265185844e-20
561.2597255954989,2.5925318448611056e-12,2.4689529553330077e-22
610.8761607505039,4.035667998158896e-14,3.843316592262581e-24
664.8787838417277,4.792361365969863e-16,4.563953948411337e-26
723.655342286968,4.34135546246504e-18,4.1344477165068915e-28
787.6278611187063,3.000145043552821e-20,2.8571604562689602e-30
857.2556731909342,1.5816122219607456e-22,1.506234177669115e-32
933.0387172620399,6.360606144734936e-25,6.057466776716223e-35
1015.5211276345691,1.9513612111216996e-27,1.8583616246940602e-37
1105.2951411260244,4.566857642190096e-30,4.349206680721976e-40
1203.005349423329,8.15338423086052e-33,7.764803810972543e-43
1309.3533273536123,1.110449892733379e-35,1.0575272019664639e-45
1425.1026703030022,1.1537205892486926e-38,1.0987356729846022e-48
1551.0844769528405,9.144141489989946e-42,8.708342870652566e-52
1688.2033167003663,5.528735949454466e-45,5.265243147708234e-55
1837.4437246107323,2.5500539965294185e-48,2.4285215388529286e-58
1999.877270535287,8.972501113799938e-52,8.544882675150134e-62
2176.6702531534634,2.4083426769396755e-55,2.2935640081328525e-65
2369.0920741826417,4.931325374158958e-59,4.696304433445576e-69
2578.5243528842766,7.702818274449725e-63,7.335711369301747e-73
2806.4708463098445,9.178596150925087e-67,8.741155475842194e-77
3054.5682465154446,8.343408120207529e-71,7.945771485988604e-81
3324.597932270945,5.785638974177753e-75,5.509902491523953e-85
3618.4987596427577,3.0605521824886716e-79,2.9146900058943335e-89
3938.380983288489,1.2350622953024968e-83,1.176200735727853e-93
4286.541408420934,3.8020563981435037e-88,3.620855036855295e-98
4665.479882234487,8.928712974780066e-93,8.503181426545109e-103
5077.917243205404,1.5995572405081104e-97,1.5233242973094888e-107
5526.8148571446145,2.1860058816419607e-102,2.081823512929696e-112
6015.3958802748575,2.2789955780938333e-107,2.1703814340951904e-117
6547.168402004743,1.8124926547088524e-112,1.7261114699065258e-122
7125.9506335684255,1.099637759366211e-117,1.0472303676669145e-127
7755.898323389033,5.0893655945894634e-123,4.8468126502723334e-133
8441.534596012994,1.7968766747460418e-128,1.711239728463825e-138
9187.782428863358,4.839645031449047e-134,4.6089934639775205e-144
10000.0,9.943730910732482e-140,9.469824848165576e-150
