Freq,Zreal,Zimag,Zmod,Zphz,sigma_re,sigma_im
1000000.0,1.0092271857424344,0.006107126702622215,1.009245663571638,0.34670916420265796,0.009549231879555234,0.009549231879555234
794328.2347242822,0.9905015125329152,-0.0028912200288417613,0.9905057321809136,-0.16724278835507816,0.00954966481505181,0.00954966481505181
630957.344480193,1.0035634230351647,0.01382294098248465,1.0036586161397023,0.7891340802716519,0.009550209895091763,0.009550209895091763
501187.2336272725,0.9957144142479676,0.009048767689905625,0.9957555297048964,0.5206733167792117,0.009550896183957469,0.009550896183957469
398107.1705534969,1.0095435341123193,0.013933385921430366,1.0096396815256556,0.7907271916097661,0.009551760287316148,0.009551760287316148
316227.7660168379,1.0010443776845368,0.008692339205335697,1.0010821159398873,0.4975022537476831,0.009552848314166439,0.009552848314166439
251188.6431509582,1.005785539188426,0.008296267042240114,1.0058197546714764,0.47259608401284386,0.009554218352205204,0.009554218352205204
199526.2314968879,1.0062616734384988,-0.013700217112397514,1.0063549331027175,-0.780031817586142,0.009555943592712248,0.009555943592712248
158489.3192461114,1.0112276807927338,-0.024082276860030366,1.0115143985432014,-1.3642348670938025,0.009558116278126685,0.009558116278126685
125892.54117941661,1.0123734538652827,0.00043053080954182847,1.0123735454109315,0.02436610398647031,0.009560852693227696,0.009560852693227696
100000.0,1.0048690982921,-0.004595237805812809,1.0048796051830637,-0.26201014371472203,0.009564299482605707,0.009564299482605707
79432.82347242821,0.9982043549316275,-0.015210143466711514,0.998320230521622,-0.8729771459710486,0.009568641657507147,0.009568641657507147
63095.7344480193,1.0053374696579258,0.004904634659159759,1.0053494334505495,0.2795207033330356,0.009574112760471258,0.009574112760471258
50118.72336272725,1.0029162332955546,-0.005993037498642522,1.0029341391667768,-0.3423732279375178,0.009581007795226476,0.009581007795226476
39810.71705534969,0.9948598500438184,0.005332901572260015,0.9948741433308981,0.3071285126775617,0.009589699714387173,0.009589699714387173
31622.776601683792,1.0055342873279578,0.003931061575463854,1.0055419713951546,0.22399245124722558,0.009600660505993938,0.009600660505993938
25118.864315095823,1.0097187570560273,-0.02594134140083905,1.0100519400231076,-1.4716993951094546,0.009614488256611839,0.009614488256611839
19952.62314968879,1.0113490060209864,-0.005234518247216522,1.0113625522832639,-0.29654760472496605,0.009631942028776297,0.009631942028776297
15848.93192461114,0.9865873511929771,-0.012314930711895293,0.9866642078500738,-0.715148954008995,0.009653987024090958,0.009653987024090958
12589.254117941662,0.9839139125353324,-0.014629654256873468,0.9840226694869695,-0.8518587556248641,0.009681853380566333,0.009681853380566333
