,Freq,Zreal,Zimag,Zmod,Zphz,sigma_re,sigma_im
0,1000000.0,0.9945834839415066,-0.006517109917386371,0.9946048357266822,-0.37543107726932917,0.004983835793100774,0.004983835793100774
1,794328.2347242822,1.0032185134058411,0.0014664410648695635,1.0032195851804442,0.08375126949641212,0.004983835793100774,0.004983835793100774
2,630957.344480193,0.9927082975263601,-0.00905218987765064,0.9927495686824878,-0.5224474319189965,0.004983835793100774,0.004983835793100774
3,501187.2336272725,1.0022513251314429,-0.01166711356915248,1.002319230717823,-0.6669446645501667,0.004983835793100774,0.004983835793100774
4,398107.1705534969,0.9994282858093877,-0.014440424837061549,0.9995326029426784,-0.8277910891233878,0.004983835793100774,0.004983835793100774
5,316227.7660168379,0.9989241902906287,-0.008554408260775862,0.9989608179745991,-0.4906473519232584,0.004983835793100774,0.004983835793100774
6,251188.6431509582,0.9997194256585162,-0.02794007589307234,1.000109782913808,-1.600880989159073,0.004983835793100774,0.004983835793100774
7,199526.2314968879,1.0112669420420644,-0.023557690723910403,1.011541295676727,-1.3344767050461872,0.004983835793100774,0.004983835793100774
8,158489.3192461114,1.0030628421254342,-0.027116259647683907,1.0034292983514257,-1.548526036483953,0.004983835793100774,0.004983835793100774
9,125892.54117941661,1.0140768808273815,-0.03012128177438497,1.0145241307353527,-1.701365122318289,0.004983835793100774,0.004983835793100774
10,100000.0,1.0135456381879913,-0.02674397357880466,1.0138984174031866,-1.5114872769551908,0.004983835793100774,0.004983835793100774
11,79432.82347242821,1.0169113669716614,-0.03874700801927893,1.0176492808952498,-2.182064903165047,0.004983835793100774,0.004983835793100774
12,63095.7344480193,1.0241790056603959,-0.05849004913637968,1.0258478061990937,-3.2685660884342624,0.004983835793100774,0.004983835793100774
13,50118.72336272725,1.0259192457043609,-0.06124658432336736,1.0277458065095104,-3.416458757472336,0.004983835793100774,0.004983835793100774
14,39810.71705534969,1.0344359762099757,-0.06760263922715903,1.0366426123346286,-3.739086666833596,0.004983835793100774,0.004983835793100774
15,31622.776601683792,1.043182719324156,-0.0812787848714948,1.0463443155896284,-4.4551562513544445,0.004983835793100774,0.004983835793100774
16,25118.864315095823,1.0416678458868387,-0.11355067586235033,1.0478385644474644,-6.221164300676355,0.004983835793100774,0.004983835793100774
17,19952.62314968879,1.063200231334155,-0.12107210378826684,1.0700715799537515,-6.496581318089805,0.004983835793100774,0.004983835793100774
