,Freq,Zreal,Zimag,Zmod,Zphz,sigma_re,sigma_im
0,1000000.0,0.9928136330281578,-0.0011837767258764276,0.9928143387632485,-0.06831632431306456,0.004986168633091543,0.004986168633091543
1,794328.2347242822,1.0010887906232748,0.007878023287766711,1.0011197880186433,0.4508772570276603,0.004986168633091543,0.004986168633091543
2,630957.344480193,0.9901332785914636,-0.0013558524074155217,0.9901342069184519,-0.07845870218723273,0.004986168633091543,0.004986168633091543
3,501187.2336272725,0.999147213210184,-0.0024246114810594567,0.9991501550850658,-0.13903830216220062,0.004986168633091543,0.004986168633091543
4,398107.1705534969,0.9956754609545071,-0.0033434187154525877,0.995681074438837,-0.19239508157854987,0.004986168633091543,0.004986168633091543
5,316227.7660168379,0.9943843030194115,0.004769879600260907,0.994395743073552,0.27483526536429054,0.004986168633091543,0.004986168633091543
6,251188.6431509582,0.9942217592191703,-0.011960049438030574,0.9942936936777895,-0.6892097234248908,0.004986168633091543,0.004986168633091543
7,199526.2314968879,1.0046052930630889,-0.004385866619713342,1.0046148668402137,-0.25013809109078605,0.004986168633091543,0.004986168633091543
8,158489.3192461114,0.9949665271369755,-0.004131689445005478,0.9949751057090243,-0.23792459374182026,0.004986168633091543,0.004986168633091543
9,125892.54117941661,1.004229988813065,-0.002582131425433702,1.0042333084668058,-0.14732173748589503,0.004986168633091543,0.004986168633091543
10,100000.0,1.0015372154156066,0.0062304651559760525,1.0015565947855902,0.35642684811308606,0.004986168633091543,0.004986168633091543
11,79432.82347242821,1.0022347483353196,0.0006904175075739998,1.0022349861420206,0.03946979796318321,0.004986168633091543,0.004986168633091543
12,63095.7344480193,1.0061956102137015,-0.011379005403699667,1.0062599503991503,-0.6479268904633034,0.004986168633091543,0.004986168633091543
13,50118.72336272725,1.0038165471608143,-0.005038289429775232,1.0038291910052415,-0.28757276127012305,0.004986168633091543,0.004986168633091543
14,39810.71705534969,1.0071890775149115,-0.0006619144004762142,1.0071892950165882,-0.037654197144286576,0.004986168633091543,0.004986168633091543
15,31622.776601683792,1.0094833032207031,-0.001737207674708162,1.0094847979894928,-0.09859952049261349,0.004986168633091543,0.004986168633091543
16,25118.864315095823,0.9998438603764764,-0.019307961114702,1.0000302707893105,-1.1062999370997801,0.004986168633091543,0.004986168633091543
17,19952.62314968879,1.0111398156145972,-0.009788560544727272,1.0111871946571809,-0.5546470220946077,0.004986168633091543,0.004986168633091543
