,tau,gamma,ftp
79,0.0003739937302478798,0.015195913130918491,0.0021797873125218047
80,0.0004150404757850477,0.01668891399978006,0.00237299246760442
81,0.00046059220411451084,0.018345581937226706,0.0025836865375345754
82,0.0005111433483440171,0.020187072788640327,0.0028135191759239486
83,0.0005672426068491978,0.02223787204269568,0.0030643077411112666
84,0.0006294988990221888,0.024526425257743917,0.003338056509968266
85,0.0006985879746785249,0.0270859063842257,0.003636978467602992
86,0.0007752597488629464,0.029955157187977678,0.0039635200800596125
87,0.000860346441668451,0.03317983923518364,0.004320389531315399
88,0.0009547716114208065,0.03681384998467158,0.0047105889952409295
89,0.001059560179277617,0.040921066569725544,0.00513745162112618
90,0.0011758495540521582,0.04557749466073312,0.00560468404212191
91,0.0013049019780144017,0.050873914534779886,0.0061164153747937525
92,0.001448118227674533,0.05691912992059249,0.006677253871556007
93,0.0016070528182616384,0.06384393242661787,0.007292352624352863
94,0.0017834308769319094,0.07180588534877186,0.00796748600804607
95,0.0019791668678535573,0.08099498575235398,0.008709138908746616
96,0.002196385372416547,0.09164014573531322,0.009524611222491042
97,0.002437444150122222,0.10401617412351577,0.010422140654379545
98,0.002704959730463137,0.11845041558848993,0.011411047524454359
99,0.0030018358135755923,0.1353272029878327,0.012501906128412182
100,0.003331294787934677,0.15508645437791957,0.013706748252265125
101,0.0036969127071950323,0.1782095895658957,0.015039305755733381
102,0.00410265810582719,0.20518085961016524,0.016515300789956038
103,0.004552935074866948,0.2364049479813103,0.018152794290395728
104,0.00505263106533568,0.2720538512153641,0.01997260599824061
105,0.005607169938205458,0.3118141499235005,0.021998822553953665
106,0.006222570836730231,0.3545266937170962,0.02425941434829544
107,0.006905513520162331,0.39778351312435223,0.026786987017887866
108,0.007663410868007463,0.4376917511711484,0.029619699975901918
109,0.008504489341802686,0.469171152376605,0.032802392434776825
110,0.009437878277775391,0.487096345716782,0.03638796725029913
111,0.010473708979594508,0.4880765324702403,0.04043909473701358
112,0.011623224686798541,0.47191605853302465,0.04503031224225681
113,0.01289890261253308,0.4417049097470939,0.05025060997401662
114,0.014314589375234785,0.40246834131335507,0.056206607341133724
115,0.015885651294280528,0.3593643231720137,0.06302643236608589
116,0.01762914118095948,0.316446062661756,0.0708644102668147
117,0.01956398343517065,0.27628103546461386,0.07990662781263484
118,0.021711179456945052,0.24014783175879964,0.09037733284658857
119,0.02409403560239527,0.20843430510011596,0.10254588927246988
120,0.026738416158399492,0.1810078667819495,0.1167335214291485
121,0.029673024081888724,0.15748053602102688,0.1333181478347697
122,0.032929712550971546,0.13737179878564382,0.15273389357270875
123,0.036543830709572546,0.12019740655123919,0.17545889158696573
124,0.040554607358408275,0.10551181038161024,0.20198014069911663
125,0.04500557675700498,0.09292427373004039,0.23271716880324944
126,0.0499450511585514,0.08210127307448746,0.26787827522937374
127,0.05542664520663107,0.07276247093603705,0.3072199718464483
128,0.06150985788580504,0.06467420397297234,0.34969736434141846
129,0.06826071834272393,0.05764248451837972,0.39305867678214673
130,0.0757525025877192,0.05150644125408408,0.43357468550923167
131,0.08406652885618333,0.046132559995382745,0.4662571096819607
132,0.09329304026284696,0.041409803860063925,0.48590350317266623
133,0.10353218432956637,0.03724556250937158,0.48884154400453517
134,0.11489510001873086,0.03356232939034377,0.47448547360300686
135,0.1275051240713013,0.030294994115518645,0.4456066053156283
136,0.1414991297434576,0.02738864317334145,0.40710667472145573
137,0.15702901247293774,0.024796775225616442,0.36420583436421894
138,0.17426333860096507,0.022479851983911264,0.32111329856976045
139,0.19338917504552322,0.020404119628027118,0.2805588931449097
140,0.21461411978584058,0.018540647980084767,0.24394579243639983
141,0.23816855519761607,0.016864544946944872,0.21174092289349225
142,0.2643081486974108,0.015354312192149507,0.18385436522558177
143,0.29331662783900486,0.013991314826637279,0.15991682024500906
144,0.32550885998350565,0.012759343376613249,0.13945257835305067
145,0.36123426997094304,0.011644250644913477,0.12197506595812166
146,0.40088063288984643,0.010633649545525157,0.10703328967637414
147,0.4448782831127585,0.009716660740748794,0.09423013178162394
148,0.4937047852839004,0.008883701094493589,0.08322583636543225
149,0.5478901179593945,0.008126305691861554,0.07373445498523047
150,0.6080224261649427,0.007436977558627711,0.06551748577972519
151,0.67475440531107,0.006809060318788003,0.058376869170499696
152,0.748810385759003,0.0062366299125134715,0.05214835465449283
153,0.8309941949353403,0.005714402206572197,0.046695645287000646
154,0.9221978823334341,0.00523765390065323,0.04190542113053292
155,1.0234114021054528,0.004802154594414457,0.037683200879847625
156,1.135733358343105,0.004404108253801652,0.03394994378135839
157,1.2603829296797273,0.004040102618845979,0.030639279137123412
158,1.3987131026472386,0.0037070653426445415,0.02769525542964395
159,1.552225357427048,0.0034022258535753376,0.025070513724134897
160,1.7225859653987874,0.0031230820987359657,0.02272480471254551
161,1.9116440753857036,0.0028673714630880953,0.020623782885789775
162,2.121451784910632,0.002633045271395493,0.018738023782586235
163,2.35428641432242,0.002418246373214946,0.017042220778129395
164,2.612675225563332,0.0022212893885124913,0.015514526519799579
165,2.8994228538828812,0.002040643255812587,0.014136011112362736
166,3.2176417502507353,0.0018749157784723688,0.01289021476252764
167,3.5707859649004625,0.0017228399095926337,0.011762777062817656
168,3.9626886387014784,0.0015832615537633918,0.01074112864784969
169,4.397603609302721,0.001455128695543321,0.009814233777343624
170,4.880251583654434,0.0013374816913090145,0.008972374640716542
171,5.415871378079476,0.0012294445837170585,0.00820696995943162
172,6.010276782070388,0.0011302173171860842,0.007510421881973958
173,6.669919663030129,0.0010390687490919902,0.006875986298730068
174,7.401959996915652,0.0009553303652444179,0.006297662610229763
175,8.214343584919439,0.0008783906200620047,0.00577009970937259
176,9.115888299750837,0.0008076898320085658,0.005288515523479614
177,10.11637979766207,0.0007427155735583861,0.004848627934419429
178,11.226677735108158,0.0006829985024480901,0.004446595277577277
179,12.458833642950081,0.0006281085874307305,0.004078964931134747
180,13.826221737646593,0.0005776516873296655,0.0037426287602743097
181,15.343684089300131,0.0005312664470260055,0.0034347843878182014
182,17.02769172225898,0.000488621478212939,0.003152901432421242
183,18.896523396912116,0.00044941279640569524,0.002894691994904805
184,20.970464013232306,0.00041336148888468155,0.0026580847883407037
185,23.27202478960412,0.00038021159103751795,0.0024412024026337427
186,25.826187606826746,0.00034972815100901556,0.0022423412732736395
187,28.66067616948256,0.0003216954647137968,0.0020599539895795813
188,31.80625692794119,0.00029591546515483994,0.0018926336325289744
189,35.297073027306574,0.00027220625165677066,0.0017390998780731606
190,39.17101490809261,0.000250400746094881,0.0015981866402671123
191,43.47013158125035,0.00023034546450449627,0.0014688310608519043
192,48.241087041653735,0.00021189939361219553,0.0013500636791731306
193,53.535666774107185,0.00019493296285884334,0.0012409996393476744
194,59.411339849650396,0.00017932710340054996,0.001140830811108256
195,65.93188271333541,0.0001649723863911069,0.0010488187173362694
196,73.16807143427206,0.00015176823358020063,0.0009642881754156767
197,81.19844993184009,0.00013962219391599798,0.000886621571598576
198,90.11018251665037,0.00012844928042747493,0.000815253697892795
199,100.0,0.00011817136218897131,0.0007496670898362303
