Freq,Zreal,Zimag,Zmod,Zphz
1000000.0,0.0014218690262863083,-0.0014218481308065942,0.002010811685611206,-44.99957899371409
794328.2347242822,0.0015953683295521245,-0.001595337406320162,0.002256169662712066,-44.99944470884282
630957.344480193,0.001790040193820805,-0.0017899944345128285,0.0025314667627841622,-44.99926765646355
501187.2336272725,0.0020084692542793113,-0.0020084015364788617,0.0028403565756988935,-44.999034087884475
398107.1705534969,0.0022535561060620978,-0.0022534558848463808,0.003186938742448394,-44.998725929132455
316227.7660168379,0.0025285561501309003,-0.0025284078111846796,0.0035758135108006545,-44.99831930865665
251188.6431509582,0.0028371233285866054,-0.0028369037471802565,0.004012143024915204,-44.99778268808572
199526.2314968879,0.0031833594251667935,-0.0031830343468673234,0.004501720213777768,-44.997074385402215
158489.3192461114,0.00357186973441638,-0.0035713884065486433,0.005051046282709137,-44.99613928899147
125892.54117941661,0.004007826079121729,-0.004007113280403435,0.005667417994331619,-44.994904470731356
100000.0,0.004497038425848433,-0.004495982593037595,0.006359026189634259,-44.99327314330441
79432.82347242821,0.00504603681589371,-0.00504447215316135,0.007135067403421991,-44.99111555517348
63095.7344480193,0.005662166158388605,-0.00565984492450692,0.008005870981640156,-44.98825324389403
50118.72336272725,0.006353697704582764,-0.00635024529099057,0.008983044571689946,-44.98442934424646
39810.71705534969,0.007129962361754557,-0.007124801015935867,0.010079640509299792,-44.97925442104791
31622.776601683792,0.008001511253868913,-0.007993727911671347,0.011310343419703241,-44.97211966519455
25118.864315095823,0.008980306538238858,-0.008968428235156258,0.012691674851251255,-44.96208220001878
19952.62314968879,0.010079939880819585,-0.010061571395814473,0.014242205129614204,-44.9477478943551
15848.93192461114,0.011315869076472225,-0.011287148651903547,0.01598276001340283,-44.927197410196385
12589.254117941662,0.012705659230550588,-0.01266049939037143,0.017936611198787544,-44.89799537443826
10000.0,0.014269217435225235,-0.014198318056189693,0.02012964981907182,-44.857303179930526
7943.282347242814,0.01602901917406938,-0.015918652432122524,0.022590550036185576,-44.80206622145983
6309.57344480193,0.018010336516666153,-0.017840910929117392,0.025350943261035843,-44.72923400061847
5011.87233627272,0.020241486655296792,-0.019985869641428414,0.02844561068672508,-44.63592986711543
3981.071705534969,0.02275411936294739,-0.022375678401170652,0.03191270800004087,-44.51955110015677
3162.2776601683795,0.025583562464306014,-0.025033837245256707,0.035794017315566154,-44.37776936636004
2511.88643150958,0.028769226917937107,-0.027985117011563258,0.04013521136865538,-44.20846005689938
1995.2623149688789,0.032355080486107864,-0.03125539274465262,0.04498611795748775,-44.0095783399954
1584.8931924611124,0.03639018640392565,-0.03487135823450487,0.050400965185516296,-43.779015092415705
1258.9254117941662,0.04092931120426461,-0.03886008887742178,0.056438595156299384,-43.51445006253948
1000.0,0.046033613886824545,-0.04324841745021303,0.06316264101056207,-43.213209721947074
794.3282347242813,0.051771452283814745,-0.04806207890766224,0.07064167821124905,-42.87212056969307
630.957344480193,0.05821938986660243,-0.053324547684950964,0.07894938088575526,-42.48732212360246
501.18723362727195,0.06546355066956436,-0.059055389568131944,0.08816470667625706,-42.0539665666938
398.1071705534969,0.07360148538313524,-0.06526772332269277,0.09837202020051965,-41.56570794388333
316.22776601683796,0.08274452654876217,-0.07196403971602955,0.10966074815552321,-41.01392752546347
251.18864315095797,0.0930200561103974,-0.0791293295669863,0.12212363258805485,-40.386800664676294
199.52623149688787,0.10457216852850484,-0.08672055214732372,0.13585209823735042,-39.6685451104673
158.48931924611125,0.11755821829553685,-0.09465239338239971,0.150927168733259,-38.83939600107286
125.89254117941663,0.13213821069040277,-0.10278080533427765,0.16740490037518002,-37.87677792656716
100.0,0.1484546219212702,-0.11088814313071979,0.1852969375266798,-36.757883356066344
