,Freq,Zreal,Zimag,Zmod,Zphz
0,1000000.0,1.000943530663318,-0.0015298747254581808,1.0009446998178393,-0.08757266919651499
1,794328.2347242822,1.001081568958551,-0.0017862252363930265,1.001083162534017,-0.1022324872102396
2,630957.344480193,1.0012411374553047,-0.0020879096752848057,1.0012433144344108,-0.1194799479562289
3,501187.2336272725,1.0014258348272127,-0.0024432849784106554,1.001428815393718,-0.13979032173187084
4,398107.1705534969,1.0016399058310819,-0.002862291491580456,1.0016439954723841,-0.16372827685461697
5,316227.7660168379,1.0018883666320588,-0.00335675671342497,1.0018939899052635,-0.19196477301279297
6,251188.6431509582,1.0021771568610416,-0.003940756891715325,1.0021849047451077,-0.2252970672099939
7,199526.2314968879,1.0025133248695046,-0.004631047026644759,1.0025240212271584,-0.2646723543900236
8,158489.3192461114,1.0029052544666281,-0.005447571504265817,1.0029200493918078,-0.3112156255973923
9,125892.54117941661,1.0033629438346408,-0.006414069382052045,1.0033834448238392,-0.3662623794608168
10,100000.0,1.0038983505317107,-0.007558790205738868,1.0039268068488179,-0.43139685687783264
11,79432.82347242821,1.0045258207957768,-0.008915338019723352,1.0045653825896226,-0.5084964662438568
12,63095.7344480193,1.0052626271486382,-0.010523662712723127,1.0053177094922148,-0.5997829992345692
13,50118.72336272725,1.006129646094138,-0.01243121863431418,1.0062064400242374,-0.7078810610161992
14,39810.71705534969,1.0071522182068584,-0.014694309908308008,1.0072594071949275,-0.8358837858914968
15,31622.776601683792,1.0083612470293657,-0.01737963907313689,1.0085110095407634,-0.9874252759910486
16,25118.864315095823,1.0097946120869665,-0.020566069056289406,1.0100040206832324,-1.1667581298234015
17,19952.62314968879,1.0114989963725196,-0.02434659564802924,1.0117919629954881,-1.3788326853917754
18,15848.93192461114,1.0135322613749136,-0.028830504906276047,1.0139422285618136,-1.6293718466624736
19,12589.254117941662,1.0159665445181922,-0.034145651721122126,1.0165401837171495,-1.9249311040675066
20,10000.0,1.0188923053788916,-0.04044073373977719,1.0196945537295588,-2.272926931309584
21,7943.282347242814,1.0224236068297619,-0.04788733673342111,1.0235444439897075,-2.681607289183707
22,6309.57344480193,1.026704979319206,-0.05668137578491456,1.0282683953714233,-3.159924539150038
23,5011.87233627272,1.031920265691681,-0.06704332758995014,1.0340958575100874,-3.7172529098338734
24,3981.071705534969,1.0383038481083255,-0.07921631283274133,1.0413213265920234,-4.362869956615425
25,3162.2776601683795,1.0461545558351142,-0.09346061226515799,1.0503210179462008,-5.105096901749776
26,2511.88643150958,1.055852232814886,-0.1100425655933724,1.061571148714278,-5.949974365321983
27,1995.2623149688789,1.0678762264524937,-0.1292150326411866,1.0756654497021276,-6.899355394027446
28,1584.8931924611124,1.082823677857705,-0.1511858275975292,1.0933271567996639,-7.948358481139775
29,1258.9254117941662,1.1014231216917714,-0.17607013843453395,1.115407363542846,-9.082285040925132
30,1000.0,1.1245352875772323,-0.20382369254810476,1.1428576948379676,-10.273413105420648
31,794.3282347242813,1.1531283238883854,-0.23415667546466323,1.1766623474974887,-11.478530996756195
32,630.957344480193,1.1882102969705768,-0.2664359767076115,1.217715828718279,-12.638549111572134
33,501.18723362727195,1.2307012747130253,-0.2995966359874653,1.266642716741888,-13.681718068799979
34,398.1071705534969,1.281236703158136,-0.33210102391488694,1.3235779461765165,-14.5314609015073
35,316.22776601683796,1.3399196659517403,-0.3619984799317377,1.3879580723772285,-15.118349676378145
36,251.18864315095797,1.4060817212374983,-0.38713266363023807,1.4584023813912432,-15.393683452089515
37,199.52623149688787,1.4781528303472768,-0.4055011941144159,1.5327644986402453,-15.340538951731027
38,158.48931924611125,1.5537440878498694,-0.4156935570598003,1.6083910668458252,-14.978290657487225
39,125.89254117941663,1.629981433890354,-0.4172586061834927,1.68254100076683,-14.358787573088927
40,100.0,1.7040107526050723,-0.4108462026366423,1.7528397665544486,-13.555603869661358
41,79.43282347242805,1.7734996176347078,-0.3980576906431036,1.8176222981770924,-12.650253529208165
42,63.0957344480193,1.8369631198320402,-0.38107581438432114,1.876073633931178,-11.71970907515653
43,50.11872336272725,1.8938395964750776,-0.36223210784564197,1.9281702510751435,-10.82810538264079
44,39.81071705534969,1.9443609711575216,-0.34365908640178605,1.9744976965869399,-10.02331278861176
45,31.622776601683793,1.9893271079935873,-0.32709563521833485,2.0160391606258585,-9.337324958498083
46,25.11886431509577,2.0298869566518882,-0.313831146021449,2.054003662362509,-8.788643847572905
47,19.952623149688787,2.0673816932419915,-0.30472919663950304,2.089719346906824,-8.384941643062632
48,15.84893192461111,2.103254948389689,-0.30026906276013826,2.124580638144047,-8.124871614617614
49,12.589254117941662,2.139004260716932,-0.3005653761637187,2.160018234347485,-7.9986323043500445
50,10.0,2.176138322839805,-0.30535310117291453,2.197457284346605,-7.987523937745485
51,7.943282347242805,2.216108044002935,-0.31394645408030003,2.23823529565685,-8.063190773294071
52,6.30957344480193,2.2601884376651222,-0.32519662804833416,2.2834632952270355,-8.18754517450563
53,5.011872336272715,2.3093029474301305,-0.3374875485368506,2.333833316333217,-8.31449515691257
54,3.981071705534969,2.363807602158603,-0.34881853983403227,2.389405941600286,-8.394349500625445
55,3.1622776601683795,2.4232903207773036,-0.3570148413361193,2.449448014493719,-8.380896693533774
56,2.511886431509577,2.486475393394255,-0.36006615281811477,2.512410698186177,-8.239717037833879
57,1.9952623149688788,2.551322138839562,-0.3565224054311929,2.576111969947603,-7.955013648995423
58,1.584893192461111,2.6153440794313445,-0.3458123514096227,2.638107434545462,-7.532208013547311
59,1.2589254117941662,2.676069388212947,-0.3283508995468989,2.696138290919751,-6.995167563201767
60,1.0,2.7314838563734294,-0.3053865983251067,2.748502325279213,-6.379316741960864
61,0.7943282347242805,2.7803072456631517,-0.27866057973177416,2.794236943958667,-5.723444211197059
62,0.630957344480193,2.8220448639236704,-0.25001933303300694,2.833098459441224,-5.062906242302664
63,0.5011872336272715,2.85685827629809,-0.22110817121197965,2.8654018975057585,-4.425616923972875
64,0.3981071705534969,2.885349974651211,-0.19320250751234103,2.891811142714683,-3.8307964898093294
65,0.31622776601683794,2.9083482740974955,-0.1671666669712164,2.9131485334586267,-3.289639600890726
66,0.2511886431509577,2.9267408163223347,-0.1434962579849317,2.930256470342281,-2.806928233435513
67,0.1995262314968879,2.9413688372978446,-0.12239818358626693,2.943914392840269,-2.3828550754895024
68,0.1584893192461111,2.952973231967548,-0.10387595397813429,2.9547996755333066,-2.01464769421035
69,0.12589254117941662,2.9621764563195345,-0.08780342259323855,2.96347748420548,-1.697837051532181
70,0.1,2.9694854314800585,-0.07398127123457732,2.9704068671254102,-1.4271623887070708
71,0.07943282347242805,2.975304643929224,-0.06217674888868856,2.9759542456646026,-1.1971704646108465
72,0.0630957344480193,2.9799527073483603,-0.05214970405135494,2.9804089869790467,-1.002584023143298
73,0.050118723362727144,2.983678725617448,-0.043668434145899174,2.983998269075053,-0.8385079556906024
74,0.03981071705534969,2.986676776492109,-0.03651848409465482,2.98690002626768,-0.700528014197055
75,0.03162277660168379,2.9890979824966024,-0.030506718586536374,2.989253654149172,-0.5847401280143443
76,0.02511886431509577,2.991060196903541,-0.025462543545637362,2.991168574758779,-0.48774044808932343
77,0.01995262314968879,2.992655607779418,-0.021237327027810112,2.9927309619865405,-0.40659164993541524
78,0.01584893192461111,2.9939567510684935,-0.017699008714811896,2.994009065146279,-0.33870452133034695
79,0.012589254117941661,2.9950203527250494,-0.014749529594110276,2.9950566708929776,-0.2821613425957748
80,0.01,2.9958921088669666,-0.012283917473224428,2.9959172923496817,-0.23492591100072607
