tau,ftp,ftp_lo,ftp_hi
-23.1623763278012,2.9675905300159e-10,2.9360460762538e-10,3.06101395529457e-10
-21.5365127781374,4.63813513824463e-09,4.59496299919044e-09,4.76181098533949e-09
-19.9798349114381,5.17966857769708e-08,5.13758464899148e-08,5.29586867873953e-08
-18.4923427277032,4.25298467452573e-07,4.22287813322596e-07,4.33263007780131e-07
-17.0740362269327,2.63864713182326e-06,2.62245730328778e-06,2.67948556766192e-06
-15.7249154091266,1.26962395433868e-05,1.26291053800776e-05,1.285665568629e-05
-14.4449802742849,4.85661970819863e-05,4.83456283549043e-05,4.9059974948078e-05
-13.2342308224076,0.000151204760227056,0.00015061434188465,0.000152423842504181
-12.0926670534948,0.000391764581039001,0.00039045617697711,0.000394221926039219
-11.7630987647969,0.000504750987254893,0.000503142716122844,0.000507674827498231
-11.0202889675463,0.00086263824063877,0.000860172025244559,0.000866750299821519
-11.0002861254792,0.000874588377416469,0.000872095786582562,0.000878735997154032
-10.2699335984729,0.00141089181483099,0.00140729852089128,0.00141648421908809
-10.0170965645623,0.00164692886891015,0.00164289755358225,0.00165306603232234
-9.57204118377802,0.002133837049442,0.00212898732689432,0.00214108752337543
-9.08308984454273,0.0027838678584982,0.00277802748571583,0.00279259911675565
-8.90660888139452,0.00305086423482437,0.00304463918186181,0.00306029012232984
-8.2736366913224,0.00417389147420287,0.00416608506848004,0.0041858126103896
-8.21826880748754,0.00428651284062891,0.00427854360285173,0.00429864353071778
-7.67312461356166,0.00556783042008869,0.00555781901589277,0.00558166518337907
-7.42263345339676,0.00629937803552424,0.00628816235666507,0.00631378388298925
-7.10507264811233,0.00742571536714996,0.00741254219270955,0.00744083379828143
-7.0119768851109,0.00781094143505133,0.00779696142633467,0.00782623986881379
-6.69618378227042,0.00936633042396141,0.00934693043844849,0.00938146201767105
-6.63739837273359,0.00970657876154903,0.00968568234055445,0.00972173018875131
-6.56948079497437,0.0101229315769646,0.010099939447064,0.0101380538905668
-6.27875937152127,0.0122313266194462,0.0121978531534165,0.0122465666185026
-6.06634905414782,0.0141742704466935,0.0141322880786258,0.0141890647789399
-6.03891979410846,0.0144541263836748,0.0144110236563943,0.0144688934615895
-5.93605988147394,0.0155684685794997,0.0155211553261799,0.0155833379574013
-5.60929990259161,0.0198785058435142,0.0198180904458789,0.0198941842000954
-5.59567742563265,0.020086818890467,0.0200259543922968,0.0201026416765405
-5.45084148891094,0.022464086516967,0.0223988581145353,0.0224813908477687
-5.29847943487426,0.0253203868314527,0.0252519155139641,0.0253396377207881
-5.15746590942888,0.0283481207546373,0.0282789381993466,0.0283718407008573
-5.0035984783219,0.0321717106593094,0.032101282793044,0.032204931858892
-4.93194886667783,0.0341781594700723,0.0341046111671455,0.0342178453605783
-4.75171450553649,0.0400428962776779,0.0399572386180757,0.0401111122977104
-4.72465703293454,0.041044523047577,0.0409559842015806,0.0411182160686996
-4.48224192740913,0.0519351495063365,0.0518149089480086,0.0520668994560596
-4.46165509871217,0.0530524193002028,0.0529292715293025,0.0531910753898006
-4.37842321395549,0.0579500137469079,0.0578117685312078,0.058114835493732
-4.21459267565479,0.0696775930509815,0.0695074406668038,0.0699049958190222
-4.10172067110484,0.0796991562090067,0.0795061804733693,0.0799724637957218
-4.0375920346859,0.0862114668585876,0.0860058868117578,0.0865113098424683
-3.98346976376241,0.0922085040179389,0.0919933693776576,0.0925298078084245
-3.79038509776498,0.117637346463049,0.117397295393076,0.118018785773843
-3.76828636303501,0.120965424797267,0.12072482396164,0.121351779910242
-3.72922096772768,0.127060493385819,0.126819700671175,0.127454541244239
-3.56904247347261,0.154791623810663,0.154562797447903,0.155189929813387
-3.54823520738952,0.158697715680091,0.158472501066528,0.15909380918494
-3.45331001308086,0.177286183152,0.17708689975035,0.177658619040999
-3.3857380950752,0.19117224908965,0.190999258960714,0.19151547217166
-3.37527099997848,0.193362445241693,0.193193947221128,0.193700466285672
