tau,ftp,ftp_lo,ftp_hi
-0.262863957242053,1.99519487829977e-13,1.54791701773234e-14,5.57026814349265e-07
-0.184964357380665,3.11834917219468e-12,2.91039116095978e-13,1.92863408435794e-06
-0.110379634109122,3.48243738918256e-11,3.87735604964536e-12,4.89058724920883e-06
-0.0391097874274264,2.85940164395108e-10,3.76630518079128e-11,9.44286078678845e-06
0.028845182664422,1.77403694674343e-09,2.7427334345431e-10,1.42032034866321e-05
0.0934852761664258,8.53604021658705e-09,1.53655884984934e-09,1.71255898939034e-05
0.154810493078584,3.26524251442501e-08,6.78847231685261e-09,1.70603372468333e-05
0.212820833400893,1.01659225115047e-07,2.42165773951447e-08,1.44492977099178e-05
0.267516297133359,2.63394035508904e-07,7.13141433277557e-08,1.59962634330732e-05
0.318896884275976,5.79958013599983e-07,1.77044681332875e-07,1.92566041406215e-05
0.366962594828748,1.10680368456981e-06,3.77965488683102e-07,2.05168355509345e-05
0.411713428791673,1.86478288311452e-06,7.06875230440693e-07,1.9781345136441e-05
0.453149386164752,2.8217469153392e-06,8.97418455619917e-07,1.76152201650318e-05
0.491270466947985,3.89615910597011e-06,4.71733093124003e-07,1.47632645119349e-05
0.526076671141371,4.98114452423631e-06,2.47880194015102e-07,1.18544708815933e-05
0.557567998744912,5.97569869566258e-06,1.31817401244145e-07,1.08010610869e-05
0.585744449758605,6.80858474483195e-06,7.20333968022905e-08,1.1927855907073e-05
0.610606024182453,7.44772082033568e-06,4.09975294436693e-08,1.29610500616393e-05
0.632152722016454,7.8963493669845e-06,2.45783285352189e-08,1.40703445049276e-05
0.650384543260609,8.18186007138946e-06,1.56982842907189e-08,1.50691711651694e-05
0.665301487914917,8.34324562394059e-06,1.07322230765939e-08,1.59617926414639e-05
0.676903555979379,8.42089250628857e-06,7.93431466968082e-09,1.6593678926461e-05
0.685190747453995,8.44991646752195e-06,6.36473336027893e-09,1.70061301042679e-05
0.690163062338764,8.45662849845468e-06,5.5664513182166e-09,1.72365712237349e-05
0.691820500633688,8.45707615670379e-06,5.32411443126111e-09,1.73104073275441e-05
0.693477938928611,8.45662849845468e-06,5.0886039437708e-09,1.73827174392838e-05
0.69845025381338,8.44991646752195e-06,4.44210488135276e-09,1.75902765276984e-05
0.706737445287996,8.42089250628857e-06,3.52939675164467e-09,1.79037421316391e-05
0.718339513352458,8.34324562394059e-06,2.54585181281157e-09,1.82704962190085e-05
0.733256458006767,8.18186007138946e-06,1.65701365732736e-09,1.86105486040548e-05
0.751488279250921,7.8963493669845e-06,9.6686695358763e-10,1.88141640707871e-05
0.773034977084923,7.44772082033568e-06,5.00769377620057e-10,1.87451924787669e-05
0.79789655150877,6.80858474483195e-06,2.28398079209817e-10,1.8255095366534e-05
0.826073002522464,5.97569869566258e-06,9.06677488333007e-11,1.72117577122896e-05
0.857564330126004,4.98114452423631e-06,3.08537934138839e-11,1.5542420017669e-05
0.89237053431939,3.89615910597011e-06,8.86009961622321e-12,1.32805919541568e-05
0.930491615102623,2.8217469153392e-06,2.11577821656533e-12,1.05955222519964e-05
0.971927572475702,1.86478288311452e-06,4.12867997118814e-13,7.77825013250207e-06
1.01667840643863,1.10680368456981e-06,6.45743853355888e-14,5.17121026352985e-06
1.0647441169914,5.79958013599982e-07,7.92763483223881e-15,3.06053314445436e-06
1.11612470413402,2.63394035508904e-07,7.46991187940488e-16,1.58302623584921e-06
1.17082016786648,1.01659225115047e-07,5.27421548717161e-17,7.01624105689914e-07
1.22883050818879,3.265242514425e-08,2.72007419329124e-18,2.60935503978578e-07
1.29015572510095,8.53604021658705e-09,9.97291080091672e-20,7.96358730475687e-08
1.35479581860295,1.77403694674343e-09,2.52608007515415e-21,1.94811019127749e-08
1.4227507886948,2.85940164395108e-10,4.288938818071e-23,3.72629720183915e-09
1.4940206353765,3.48243738918256e-11,4.72880698783127e-25,5.42973146097282e-10
1.56860535864804,3.11834917219467e-12,3.27492712078719e-27,5.8646416739725e-11
1.64650495850943,1.99519487829977e-13,1.37586935147612e-29,4.56288955725784e-12
