tau,ftp,ftp_lo,ftp_hi
-18.4206807439524,3.19740366630731e-18,1.30078568160391e-77,8.24054010032967e-13
-18.3359702555813,3.2075187479422e-18,1.3370249971693e-77,8.24054037310231e-13
-18.2512597672103,3.21766496462145e-18,1.37427063233549e-77,8.24054064585234e-13
-18.1665492788393,3.2278424093738e-18,1.41255043933341e-77,8.24054091857976e-13
-18.0818387904683,3.23805117549705e-18,1.45189303870755e-77,8.24054119128457e-13
-17.9971283020973,3.24829135655881e-18,1.49232784043833e-77,8.24054146396678e-13
-17.9124178137263,3.25856304639728e-18,1.53388506564432e-77,8.24054173662637e-13
-17.8277073253552,3.26886633912193e-18,1.57659576887849e-77,8.24054200926336e-13
-17.7429968369842,3.27920132911434e-18,1.62049186103542e-77,8.24054228187774e-13
-17.6582863486132,3.28956811102887e-18,1.6656061328859e-77,8.24054255446952e-13
-17.5735758602422,3.29996677979351e-18,1.71197227925606e-77,8.24054282703868e-13
-17.4888653718712,3.31039743061061e-18,1.75962492386927e-77,8.24054309958524e-13
-17.4041548835001,3.3208601589576e-18,1.80859964486739e-77,8.24054337210919e-13
-17.3194443951291,3.33135506058785e-18,1.85893300103154e-77,8.24054364461053e-13
-17.2347339067581,3.34188223153132e-18,1.91066255872061e-77,8.24054391708927e-13
-17.1500234183871,3.35244176809546e-18,1.96382691954719e-77,8.24054418954539e-13
-17.0653129300161,3.36303376686585e-18,2.01846574881099e-77,8.24054446197891e-13
-16.9806024416451,3.37365832470709e-18,2.07461980471098e-77,8.24054473438982e-13
-16.895891953274,3.38431553876353e-18,2.13233096835684e-77,8.24054500677813e-13
-16.811181464903,3.39500550646003e-18,2.19164227460114e-77,8.24054527914382e-13
-16.726470976532,3.40572832550277e-18,2.25259794371639e-77,8.24054555148691e-13
-16.641760488161,3.41648409388e-18,2.31524341393788e-77,8.24054582380739e-13
-16.55704999979,3.42727290986293e-18,2.37962537489742e-77,8.24054609610526e-13
-16.4723395114189,3.43809487200633e-18,2.44579180197099e-77,8.24054636838053e-13
-16.3876290230479,3.44895007914949e-18,2.51379199156737e-77,8.24054664063318e-13
-16.3029185346769,3.45983863041694e-18,2.58367659738027e-77,8.24054691286323e-13
-16.2182080463059,3.47076062521926e-18,2.65549766763332e-77,8.24054718507067e-13
-16.1334975579349,3.48171616325383e-18,2.72930868334287e-77,8.24054745725551e-13
-16.0487870695639,3.49270534450573e-18,2.80516459762709e-77,8.24054772941773e-13
-15.9640765811928,3.50372826924844e-18,2.88312187609031e-77,8.24054800155735e-13
-15.8793660928218,3.51478503804463e-18,2.96323853831078e-77,8.24054827367436e-13
