tau,gamma,gamma_lo,gamma_hi
-9.68709725024024,7.46459364922796e-09,0,9.5525484777155e-08
-9.2821786235501,1.16666345127528e-07,0,9.78762308729899e-07
-8.89449057671912,1.3028792476291e-06,0,7.54653728682084e-06
-8.52403310974729,1.06978378824921e-05,0,4.49928692968007e-05
-8.17080622263463,6.63717868875121e-05,0,0.000211708015304682
-7.83480991538111,0.000319357634100329,0,0.000806951639846932
-7.51604418798674,0.00122162044427142,0,0.00253111878207625
-7.21450904045154,0.00380336183914968,0,0.00667722369427559
-6.93020447277548,0.00985432283376633,0,0.0150525103382723
-6.66313048495858,0.0216978850147534,0,0.0296486022490112
-6.41328707700083,0.0414086856609335,0,0.051773900156088
-6.18067424890225,0.0697668514383304,0,0.0812723538727026
-5.96529200066281,0.105569607926816,0,0.11664949184957
-5.76714033228253,0.145766435324804,0,0.15532731928822
-5.58621924376141,0.186358837354207,0,0.195957326085117
-5.42252873509943,0.223567948266561,0,0.236247041876523
-5.27606880629662,0.254728593177891,0,0.272228738358442
-5.14683945735296,0.278640498436305,0,0.301182218304733
-5.03484068826845,0.295424973159049,0,0.320959255629903
-4.9400724990431,0.306106743717242,0,0.332265206837184
-4.8625348896769,0.312144637978864,0,0.337546548608792
-4.80222786016986,0.315049629522101,0,0.339034296835946
-4.75915141052198,0.316135498772541,0,0.338774409047069
-4.73330554073324,0.316386615011956,0,0.338172519561656
-4.72469025080367,0.316403363185077,0,0.337930523157406
-4.71607496087409,0.316386615011956,0,0.337515248901807
-4.69022909108536,0.316135498772541,0,0.336222242924488
-4.64715264143747,0.315049629522101,0,0.333363933523652
-4.58684561193043,0.312144637978864,0,0.327972284568515
-4.50930800256423,0.306106743717242,0,0.320230816937559
-4.41453981333888,0.295424973159049,0,0.309071611802643
-4.30254104425437,0.278640498436305,0,0.294493306056531
-4.17331169531071,0.254728593177891,0,0.275054483242409
-4.0268517665079,0.223567948266561,0,0.248885616902688
-3.86316125784592,0.186358837354207,0,0.215585480679842
-3.68224016932481,0.145766435324804,0,0.177488879087101
-3.48408850094452,0.105569607926816,0,0.13722303457137
-3.26870625270509,0.0697668514383304,0,0.0984111790328154
-3.0360934246065,0.0414086856609335,0,0.0643935679469494
-2.78625001664876,0.0216978850147534,0,0.0380733515656977
-2.51917602883186,0.00985432283376635,0,0.019947735342506
-2.2348714611558,0.00380336183914968,0,0.00915144931316593
-1.93333631362059,0.00122162044427142,0,0.0035885423584691
-1.61457058622623,0.000319357634100328,0,0.0011902227767734
-1.27857427897271,6.63717868875123e-05,0,0.000326626860284198
-0.925347391860039,1.06978378824921e-05,0,7.26038141188123e-05
-0.554889924888212,1.3028792476291e-06,0,1.27587988995099e-05
-0.167201878057229,1.16666345127528e-07,0,1.73875448313586e-06
0.237716748632907,7.46459364922796e-09,0,1.7831309500603e-07
