tau,ftp,ftp_lo,ftp_hi
-14.3343184286845,5.9110999848549e-09,1.78833214506976e-10,7.68357310854454e-07
-13.5584590971589,9.23863325082315e-08,4.72974644575106e-09,5.74170531862312e-06
-12.8156150563365,1.03173057541111e-06,8.44388494469601e-08,3.33843511328638e-05
-12.1057863062173,8.47145769973947e-06,1.03880787457643e-06,0.000154553660717512
-11.4289728468014,5.25588246194945e-05,9.22747234409254e-06,0.000581029887048337
-10.7851746780886,0.000252894530473067,6.03152866845238e-05,0.00181053129009364
-10.1743918000791,0.000967382945269639,0.00030188406516291,0.00477363466885028
-9.59662421277279,0.00301182531377586,0.00117724521349767,0.0107520721652525
-9.05187191616969,0.00780349075792704,0.0037117915910715,0.0210913623468098
-8.54013491026982,0.0171822303810679,0.00963713550342616,0.0367713866116421
-8.06141319507317,0.0327909183922584,0.0210885946766892,0.0576951038826879
-7.61570677057973,0.0552473254218119,0.0397849668822735,0.082765059071313
-7.20301563678951,0.0835989924089005,0.066063614866599,0.109674290369494
-6.82333979370251,0.115430258381167,0.0984310041246207,0.135990731116738
-6.47667924131873,0.147574773983304,0.133779524263573,0.160029246920052
-6.16303397963816,0.177040111989108,0.167986137552189,0.183303118486859
-5.88240400866081,0.201715760298843,0.192301033972837,0.206897392675766
-5.63478932838668,0.220651240172618,0.202363873216873,0.227891473329451
-5.42018993881577,0.233942614484691,0.208362103218018,0.245128331604401
-5.23860583994807,0.242401348710804,0.211011530913634,0.25731090885341
-5.09003703178359,0.247182666804673,0.211877035487921,0.264988560176456
-4.97448351432233,0.249483086127432,0.211430353385443,0.269313748712989
-4.89194528756429,0.250342969734157,0.210710061022698,0.271451050607627
-4.84242235150946,0.250541824925578,0.210074888127615,0.272342807816486
-4.82591470615785,0.250555087553196,0.209831316191067,0.272568662891043
-4.80940706080624,0.250541824925578,0.209571340898705,0.272754683763906
-4.75988412475142,0.250342969734157,0.208662945951374,0.273274118413476
-4.67734589799337,0.249483086127432,0.206735136919947,0.273360003700067
-4.56179238053211,0.247182666804673,0.203536841446429,0.272103149255019
-4.41322357236763,0.242401348710804,0.198208509814129,0.267996788913511
-4.23163947349994,0.233942614484691,0.190352544346143,0.259587554724563
-4.01704008392902,0.220651240172618,0.179289014793226,0.245092270090112
-3.76942540365489,0.201715760298843,0.164604552652247,0.223412536237468
-3.48879543267754,0.177040111989108,0.146184509406116,0.194805743222707
-3.17515017099697,0.147574773983304,0.12455569589753,0.160205284604313
-2.8284896186132,0.115430258381167,0.100698994221448,0.122800277786992
-2.44881377552619,0.0835989924089005,0.076582253977395,0.0868783193405113
-2.03612264173597,0.0552473254218119,0.0523509046420905,0.0577686209469837
-1.59041621724253,0.0327909183922584,0.0293407431249449,0.0362277479377851
-1.11169450204588,0.017182230381068,0.0141056682972921,0.0212822529653121
-0.599957496146016,0.00780349075792705,0.00573381662299154,0.0112889381582961
-0.0552051995429155,0.00301182531377586,0.0019333854599414,0.00527502869525461
0.522562387763384,0.000967382945269637,0.00052553597141503,0.00214340106120178
1.13334526577291,0.000252894530473067,0.000112130856857551,0.000740373976958828
1.77714343448566,5.25588246194946e-05,1.82800845213874e-05,0.000215021607453928
2.45395689390161,8.4714576997395e-06,2.22307788321948e-06,5.14843504545321e-05
3.16378564402079,1.03173057541111e-06,1.94632319330385e-07,9.99420606734873e-06
3.90662968484318,9.23863325082315e-08,1.18981434793781e-08,1.53003416366165e-06
4.68248901636879,5.9110999848549e-09,4.89530261607222e-10,1.82183697884072e-07
