tau,fbp,fbp_lo,fbp_hi
-0.0909503461366589,0.465646549003315,0.12873540935734,0.678102925241423
0.0373546635257486,0.510751661426299,0.125271701717223,0.718237032112463
0.150564966169049,0.54489379737449,0.121680915207001,0.748387884397777
0.248680561793244,0.568281932626258,0.118503747116801,0.784046899189154
0.331701450398331,0.582536416025721,0.116105581246533,0.800660741403488
0.399627631984312,0.589954143621676,0.117803683239124,0.802264850640465
0.452459106551186,0.592910526122026,0.12405524888639,0.800939392800642
0.490195874098953,0.593469338979673,0.125504411399225,0.793588205361083
0.498283469253112,0.593418868740782,0.126496986154764,0.794579184695513
0.512837934627613,0.593176146344608,0.126458113256084,0.792868140623214
0.520385288137166,0.592973332677122,0.127005064386001,0.792231342283517
0.52793264164672,0.592717953687784,0.12676233978841,0.790939044580159
0.55057470217538,0.591636615146622,0.12799266487559,0.78871562754967
0.588311469723147,0.588787353714337,0.128844834381097,0.787490407835745
0.641142944290021,0.582626242551783,0.133712587284354,0.780611849587016
0.709069125876001,0.57109376058531,0.227008291307359,0.810391077907586
0.792090014481089,0.55182332142291,0.429972234705575,0.98571721123133
0.890205610105284,0.522533910943682,0.409753754338326,1.83334460304319
1.00341591274858,0.48163110773226,0.377395164303357,1.98838361249086
1.13172092241099,0.428945335927406,0.332862651143788,0.938878262245713
1.20673269195377,0.396414121195467,0.260518008136865,0.714349556161135
1.27512063909251,0.366389736719127,0.143522601499872,0.579560529404273
1.43361506279313,0.298186250551186,0.0859730686357436,0.388367952794515
1.60720419351286,0.230314793493629,0.0725394710740561,0.264622047757401
1.79588803125169,0.169109508421084,0.0663571651886651,0.189953485743968
1.98265326919737,0.122941078649388,0.0605485434539936,0.147017646114219
1.99966657600963,0.119424872067951,0.0600376064659802,0.143686959793049
2.21853982778668,0.0832217354898973,0.0535781337368946,0.106953852170604
2.45250778658283,0.0593533626922878,0.047053297781966,0.078951723615936
2.7015704523981,0.0446440113114412,0.0403781704436669,0.0591689085104577
2.8260452009839,0.0397813531930242,0.036879970220622,0.0521665470655538
2.96572782523247,0.0355280616133839,0.0333990692890436,0.0465093931271485
3.24497990508595,0.0292750280530699,0.0276924888153372,0.0378445591251688
3.53932669195853,0.0243404191225193,0.0224811601750446,0.0308145587049029
3.73690848731334,0.021534899338344,0.019590177145634,0.0267203352964798
3.84876818585022,0.0200772089458456,0.0181452538324587,0.0245985145964305
4.17330438676101,0.0162969989698886,0.0145591830514661,0.0192191386645767
4.51293529469091,0.0129722922518178,0.0115819757972393,0.014706133979914
4.7152431281857,0.0112668062022642,0.0100869863125361,0.0125142950755529
4.86766090963992,0.0101062815948963,0.00908107792466793,0.0111095591409934
5.76104912360097,0.00511692076413,0.00453384904718625,0.005482691668614
6.8743264735592,0.00197492019299313,0.00143582549839677,0.00214201316439119
8.05507517806031,0.000634334303597109,0.000361848312532706,0.000720463062563266
9.30329523710438,0.000165828513574256,7.01454429913939e-05,0.000201245083021942
10.6189866506914,3.44639788988597e-05,1.01839255343166e-05,4.5871855659084e-05
12.0021494188212,5.55492139559975e-06,1.06919977212544e-06,8.37557232449193e-06
13.452783541494,6.76528461922422e-07,7.85939672746541e-08,1.18694003137129e-06
14.9708890187098,6.05797530130793e-08,3.92201814232174e-09,1.27389488020184e-07
16.5564658504684,3.87603845066826e-09,1.27541330040116e-10,1.00382615173053e-08
