tau,ftp,ftp_lo,ftp_hi
560.98928924325,3.78278230323904,0,0
560.989289243253,61.6949040961036,0,0
560.989289243256,650.459486080424,0,0
560.989289243258,5592.0655921104,0,0
560.989289243261,33364.241726804,0,0
560.989289243263,167924.171172459,0,0
560.989289243265,625814.760369452,0,0
560.989289243267,2029098.24412331,0,0
560.989289243269,5165641.62719676,0,0
560.989289243271,11242112.3295298,0,0
560.989289243273,21306644.3122712,0,0
560.989289243274,35781962.3231546,0,0
560.989289243276,55715881.8490932,0,0
560.989289243277,76680852.9914832,0,0
560.989289243279,97868826.1048747,0,0
560.98928924328,117322026.21198,0,0
560.989289243281,131918631.262972,0,0
560.989289243282,144714261.502402,0,0
560.989289243282,153778631.81633,0,0
560.989289243283,159579856.8158,0,0
560.989289243284,162844448.503523,0,0
560.989289243284,164073948.581584,0,0
560.989289243284,164739827.623752,0,0
560.989289243284,164835173.550693,0,0
560.989289243284,164866967.787662,0,0
560.989289243285,164835173.550693,0,0
560.989289243285,164739827.623752,0,0
560.989289243285,164073948.581584,0,0
560.989289243285,162844448.503523,0,0
560.989289243286,159579856.8158,0,0
560.989289243287,153778631.81633,0,0
560.989289243287,144714261.502402,0,0
560.989289243288,131918631.262972,0,0
560.989289243289,117322026.21198,0,0
560.98928924329,97868826.1048747,0,0
560.989289243292,76680852.9914832,0,0
560.989289243293,55715881.8490932,0,0
560.989289243295,35781962.3231546,0,0
560.989289243296,21306644.3122712,0,0
560.989289243298,11242112.3295298,0,0
560.9892892433,5165641.62719676,0,0
560.989289243302,2029098.24412331,0,0
560.989289243304,625814.760369452,0,0
560.989289243306,167924.171172459,0,0
560.989289243308,33364.241726804,0,0
560.989289243311,5592.0655921104,0,0
560.989289243313,650.459486080424,0,0
560.989289243316,61.6949040961036,0,0
560.989289243319,3.78278230323904,0,0
