tau,gamma,gamma_lo,gamma_hi
-18.7881073658015,1.63540936937119e-09,4.14546295312816e-10,6.33234145730887e-09
-17.818260768785,2.55602974358271e-08,8.16833381627081e-09,7.86845185469438e-08
-16.8896842397265,2.85446338924597e-07,1.11775328494751e-07,7.18895901340962e-07
-16.0023777786263,2.34377718696732e-06,1.09821398763867e-06,4.9566326067782e-06
-15.1563413854842,1.45413196268188e-05,7.94785189423061e-06,2.64025602312486e-05
-14.3515750603002,6.99677024002382e-05,4.3654353879903e-05,0.000111602944822385
-13.5880788030744,0.000267643439718047,0.000186873919103473,0.000381965573866214
-12.8658526138068,0.000833274238243034,0.000639542076702998,0.00108320692215286
-12.1848964924972,0.00215897243019045,0.00179041985182505,0.00259514117965781
-11.5452104391459,0.00475376507263943,0.00420491583512385,0.0053593779550066
-10.9467944537527,0.0090721872487955,0.00843709670801566,0.00975648379016336
-10.8840772982353,0.00965805406811441,0.00902063520872729,0.0103471865054569
-10.5591775973913,0.0131487559053748,0.0125137242168211,0.0138755366144795
-10.3896485363177,0.015285683477774,0.0146375911886784,0.0160475924682888
-10.2481034157322,0.0172396264689076,0.016534329414994,0.0180569642709108
-9.95085475325797,0.0218456551561228,0.0208770838779987,0.0229163717761514
-9.87377268684075,0.0231508894256753,0.0220668697281336,0.0243146990555932
-9.66743160996858,0.0268765231752922,0.0254843700416386,0.0282935533899634
-9.399166905322,0.0323215238094371,0.0305571356891104,0.034075991815483
-9.39783398586403,0.0323508073484767,0.0305854037144872,0.0341069684691471
-9.14206188094433,0.0386421774557772,0.036730211667739,0.0406615744878683
-8.96583119176142,0.0442723904049178,0.0424722481165484,0.0463793308054561
-8.90011529520948,0.0468342286843948,0.0451294589111302,0.0489636293748906
-8.67199422865948,0.0589557870878588,0.0571776829257656,0.0614822324703293
-8.57376554615897,0.0664168382844953,0.0641147043250331,0.0694550449947098
-8.45769868129432,0.0777163435298028,0.0743010302428477,0.0817154587437247
-8.25722865311402,0.10555937055336,0.0996470073015109,0.111504070452383
-8.22296996851469,0.111576128748616,0.105233567836175,0.117835586905147
-8.07058414411856,0.143390487680537,0.135496332142163,0.150582399496651
