tau,ftp,ftp_lo,ftp_hi
-20.1323234411289,1.16578158113805e-09,6.43436374865609e-12,7.82620786311112e-07
-18.8815962156885,1.82203456315982e-08,2.59003560517569e-10,4.72902311012182e-06
-17.6840914253732,2.03476934004315e-07,6.65552814308427e-09,2.27016901946574e-05
-16.5398090701831,1.67073292230715e-06,1.11256101259507e-07,8.80550985867095e-05
-15.448749150118,1.03656019733484e-05,1.26490639063786e-06,0.000284310986290049
-14.4109116651781,4.9875621517387e-05,1.01518723383785e-05,0.000771769889643618
-13.4262966153633,0.000190786354890273,6.0215196870073e-05,0.00178777147356606
-12.4949040006736,0.000593989356532835,0.000265914252151671,0.0036301481623172
-11.6167338211091,0.00153899711009467,0.000858752848147696,0.00650568931383748
-10.7917860766696,0.00338866332026891,0.00226197238445699,0.010416114249534
-10.0200607673553,0.00646699409420967,0.00493935969123745,0.015130761718868
-9.30155789316615,0.0108958259445651,0.00923568268087495,0.0201416965180499
-8.95023578359701,0.0136721723777863,0.012307832452696,0.0232971458467376
-8.6362774541021,0.0164874105642412,0.0149110156633744,0.0298534948764486
-8.60547926048661,0.0167797257859781,0.015182808607353,0.0306798307413843
-8.27539322772133,0.0200788676021415,0.0182523869276073,0.040898022369095
-8.02421945016316,0.0227724139138894,0.0208943044322838,0.050391552607125
-7.95997768530117,0.0234839397173196,0.0215921210808984,0.0530933828466875
-7.65923263322614,0.0269378824261819,0.0249319462487916,0.0672033344169614
-7.46538388134937,0.0293083968144296,0.0273152259701626,0.077684819131763
-7.37315807149623,0.0305054258836994,0.0284982622461267,0.0829914069354303
-7.10175400011143,0.034575294937337,0.0318074729070832,0.0995983206067682
-6.95977074766068,0.0373367359552681,0.0334621938327474,0.108634713335293
-6.84502041907177,0.0401535271623306,0.0347126913950225,0.116208047091219
-6.60295732837723,0.0490547877713261,0.0371554150661671,0.132361281793615
-6.50738004909713,0.0542506432805648,0.038153748969769,0.138902121643172
-6.37556472802782,0.063667908953786,0.0396404090987851,0.147931285304086
-6.16284261802352,0.0861406251899358,0.042308168924955,0.162529380118092
-6.10821178565869,0.0936658632923866,0.043010516249037,0.16667175430312
-5.96479099836435,0.117289001807014,0.0453336010015973,0.178159249584582
-5.78140986905031,0.155878072380164,0.0488790769698266,0.198192919917087
