freq,Zreal,Zimag
1000000,0.994334887253373,-0.000201251202720413
794328.234724282,0.994334913909285,-0.000253362797060396
630957.344480193,0.994334956150945,-0.00031895797412325
501187.233627272,0.994335023107415,-0.000401545867788141
398107.170553497,0.994335129223857,-0.000505519005445861
316227.766016838,0.99433529740733,-0.000636409720266493
251188.643150958,0.994335563976027,-0.000801201477676759
199526.231496888,0.994335986435898,-0.00100864955409832
158489.319246111,0.994336655985445,-0.00126981445750161
125892.541179417,0.994337717116478,-0.00159859282094362
100000,0.994339398858958,-0.00201248719685131
79432.8234724282,0.994342064386914,-0.00253356735702892
63095.7344480193,0.9943462888322,-0.00318957870731872
50118.7233627273,0.99435298400275,-0.0040154059311509
39810.7170553497,0.994363594555811,-0.00505499994813351
31622.7766016838,0.994380408954212,-0.0063636560402129
25118.8643150958,0.994407060947956,-0.00801122829168669
19952.6231496888,0.994449284325139,-0.0100847221712655
15848.9319246111,0.994516195412804,-0.0126946989651385
12589.2541179417,0.994622191560105,-0.0159790535012433
10000,0.994790064868032,-0.0201111172492566
7943.28234724281,0.995055875859878,-0.0253083944262022
6309.57344480193,0.995476402715414,-0.0318405381390024
5011.87233627272,0.996141194288816,-0.0400443177833664
3981.07170553497,0.99719040283963,-0.0503318632689312
3162.27766016838,0.998842442712275,-0.0632040698158321
2511.88643150958,1.00143401003697,-0.0792541870201341
1995.26231496888,1.00547653415928,-0.0991606762765762
1584.89319246111,1.01172709982673,-0.12364666668154
1258.92541179417,1.02127024374103,-0.153403975742379
1000,1.0355706753232,-0.188930645518864
794.328234724281,1.05646637092222,-0.23031825209436
630.957344480193,1.08600934098715,-0.276991431103125
501.187233627272,1.12614145370621,-0.327524615900195
398.107170553497,1.17825385212369,-0.379662510067294
316.227766016838,1.24274800175494,-0.43059939427109
251.188643150958,1.31887591797156,-0.477495958358112
199.526231496888,1.40481770109273,-0.518002713654068
158.489319246111,1.49801726458225,-0.550676659226236
125.892541179417,1.59576108139062,-0.575152294639788
100,1.69565508189784,-0.592020573169776
79.4328234724281,1.79598761529288,-0.602514926876069
63.0957344480193,1.8959376559104,-0.608016237634767
50.1187233627273,1.99545495266331,-0.609595025992778
39.8107170553497,2.09494990764225,-0.607657840848447
31.6227766016838,2.19482575458481,-0.601798664330946
25.1188643150958,2.29504021258877,-0.590947251062234
19.9526231496888,2.39476284581716,-0.573687365724118
15.8489319246111,2.49227157569176,-0.548797296198661
12.5892541179417,2.58513562673394,-0.515680069176581
10,2.67058940394475,-0.474735050955792
7.94328234724281,2.74608718235959,-0.427478125781327
6.30957344480193,2.80984000708408,-0.376309342764031
5.01187233627271,2.86115091744839,-0.324122320132463
3.98107170553497,2.90051368545819,-0.273719410141561
3.16227766016838,2.92938421652919,-0.227319866016925
2.51188643150958,2.94973733551994,-0.186294759141413
1.99526231496888,2.96363323956279,-0.151156165518764
1.58489319246111,2.9728874201452,-0.121776275405914
1.25892541179417,2.97894152535009,-0.097627601059279
1,2.98285331996579,-0.0780116188791734
0.79432823472428,2.98535966653193,-0.062203755808691
0.630957344480193,2.98695654575713,-0.0495311156827406
0.501187233627271,2.98797064354219,-0.0394044927135414
0.398107170553497,2.98861299848381,-0.0313308566030052
0.316227766016838,2.98901933863233,-0.0249024455458809
0.251188643150958,2.98927614113015,-0.0197882107583917
0.199526231496888,2.98943832244635,-0.0157222858760889
0.158489319246111,2.98954071956672,-0.0124905758121953
0.125892541179417,2.98960535565426,-0.00992259308147462
0.1,2.9896461450724,-0.00788239679065137
0.0794328234724281,2.98967188930654,-0.00626142904925236
0.0630957344480193,2.98968813357545,-0.00497374366940139
0.0501187233627271,2.98969838346024,-0.00395084096775258
0.0398107170553497,2.98970485109784,-0.00313829311004267
0.0316227766016838,2.98970893210596,-0.00249283474895524
0.0251188643150958,2.98971150688755,-0.00198014602261036
0.0199526231496888,2.98971313155651,-0.00157289744332874
0.0158489319246111,2.98971415669867,-0.00124938722905147
0.0125892541179417,2.98971480348381,-0.000992427532330765
0.01,2.98971521159255,-0.000788312942823729
