freq,Zimag
0.01,-0.0044016446713825985
0.01258925411794166,-0.004400260365947872
0.01584893192461111,-0.004014642158054471
0.019952623149688792,-0.003444068090914243
0.02511886431509577,-0.0028536978427524673
0.031622776601683784,-0.002354940634830882
0.039810717055349686,-0.002006871217282935
0.05011872336272714,-0.001834211641210004
0.0630957344480193,-0.0018508933409862038
0.07943282347242805,-0.002076456428987683
0.1,-0.0025367154207955878
0.12589254117941662,-0.003248731547380146
0.1584893192461111,-0.004199369076054893
0.1995262314968879,-0.0053320061633428395
0.2511886431509577,-0.006554139691111516
0.31622776601683794,-0.0077696563735756285
0.3981071705534969,-0.008927023193166406
0.5011872336272715,-0.010064447018152123
0.6309573444801929,-0.011330665160592446
0.7943282347242805,-0.01296779831956485
1.0,-0.015258156534841305
1.2589254117941662,-0.018453486940856578
1.584893192461111,-0.022714962648180403
1.9952623149688788,-0.02808987167172461
2.5118864315095766,-0.03453656977124808
3.1622776601683795,-0.04198886285978176
3.981071705534969,-0.050433953207424054
5.011872336272715,-0.05997251418470739
6.30957344480193,-0.07083790975776338
7.943282347242805,-0.08336949505342517
10.0,-0.0979528530101419
12.589254117941664,-0.11494849804802953
15.848931924611108,-0.13462613189613393
19.95262314968879,-0.15710796933221616
25.118864315095767,-0.18231172147395114
31.622776601683796,-0.20988152134194138
39.81071705534969,-0.23910742038014376
50.11872336272725,-0.2688559443781884
63.09573444801929,-0.29755317956686866
79.43282347242804,-0.3232645432348491
100.0,-0.34389483222038564
125.89254117941664,-0.3574925465519314
158.48931924611125,-0.36259848764649405
199.5262314968879,-0.35854914205229704
251.18864315095797,-0.34564501470848796
316.227766016838,-0.3251262220519493
398.10717055349687,-0.2989523972484811
501.187233627272,-0.26944199744832176
630.957344480193,-0.2388665855408263
794.3282347242813,-0.2091045649915486
1000.0,-0.18143420880184635
1258.9254117941662,-0.1564977728835686
1584.8931924611124,-0.1344150350740705
1995.2623149688789,-0.11498402564718901
2511.8864315095802,-0.09789135628962953
3162.2776601683795,-0.08286661234982517
3981.0717055349687,-0.0697472414923368
5011.8723362727205,-0.05845850829499
6309.57344480193,-0.04894308673273429
7943.282347242814,-0.041086993583661524
10000.0,-0.03468075599852227
12589.254117941662,-0.029432668292059816
15848.93192461114,-0.025025142521087673
19952.623149688792,-0.02118643996087144
25118.864315095827,-0.01774536979876018
31622.776601683792,-0.014646414307605937
39810.71705534969,-0.011921651976606995
50118.72336272724,-0.009634859182199307
63095.7344480193,-0.007824194123031702
79432.82347242821,-0.006468150295290798
100000.0,-0.00548735839313963
125892.5411794166,-0.004777685515080066
158489.3192461114,-0.004254657466219669
199526.2314968879,-0.003885632306264597
251188.6431509582,-0.0036903479603438427
316227.7660168379,-0.003705700746650109
398107.17055349686,-0.003926340810153306
501187.2336272725,-0.004244853568479812
630957.344480193,-0.00441726550735666
794328.2347242822,-0.004071994964448322
1000000.0,-0.002765763134462418
