freq,Zimag
0.01,-0.003020033573192138
0.01258925411794166,-0.003611619117778242
0.01584893192461111,-0.0043637290540149976
0.019952623149688792,-0.0052664351956205335
0.02511886431509577,-0.0063268675963017995
0.031622776601683784,-0.007575861527505889
0.039810717055349686,-0.009067839488066998
0.05011872336272714,-0.010873979672770262
0.0630957344480193,-0.0130717595797461
0.07943282347242805,-0.01573615438962367
0.1,-0.018937848559262893
0.12589254117941662,-0.022751262824527108
0.1584893192461111,-0.027270711100890466
0.1995262314968879,-0.032628472938849185
0.2511886431509577,-0.03900637436395751
0.31622776601683794,-0.046634307725433144
0.3981071705534969,-0.05577488049593837
0.5011872336272715,-0.06670071843723169
0.6309573444801929,-0.07967597837313645
0.7943282347242805,-0.09495268731939599
1.0,-0.11278431274290024
1.2589254117941662,-0.13344596187582392
1.584893192461111,-0.15723881760485625
1.9952623149688788,-0.18445313546503872
2.5118864315095766,-0.2152743611611827
3.1622776601683795,-0.24964010613309195
3.981071705534969,-0.2870844229030505
5.011872336272715,-0.3266277209007762
6.30957344480193,-0.36677335332547667
7.943282347242805,-0.4056488669765814
10.0,-0.4412848657746058
12.589254117941664,-0.47197171662201653
15.848931924611108,-0.49659433315853785
19.95262314968879,-0.5148364864442545
25.118864315095767,-0.5271767332186981
31.622776601683796,-0.5346612386063256
39.81071705534969,-0.5385136932539223
50.11872336272725,-0.5397017601309289
63.09573444801929,-0.5385997107269405
79.43282347242804,-0.5348586122520902
100.0,-0.5275273689799151
125.89254117941664,-0.5153842239128359
158.48931924611125,-0.4973692210700329
199.5262314968879,-0.4729781455025921
251.18864315095797,-0.44249700725633323
316.227766016838,-0.40701432284135475
398.10717055349687,-0.3682232916614714
501.187233627272,-0.32808998780967347
630.957344480193,-0.2884956868794397
794.3282347242813,-0.2509539874027693
1000.0,-0.21646421746678834
1258.9254117941662,-0.18551000003912899
1584.8931924611124,-0.15816628004487887
1995.2623149688789,-0.13425422474627235
2511.8864315095802,-0.11348528965215965
3162.2776601683795,-0.0955571504523286
3981.0717055349687,-0.08019282339111311
5011.8723362727205,-0.06713771834114377
6309.57344480193,-0.056139996749976925
7943.282347242814,-0.046936695325213135
10000.0,-0.03925653419766198
12589.254117941662,-0.03283742625521002
15848.93192461114,-0.02744847767649794
19952.623149688792,-0.022905228346015716
25118.864315095827,-0.01907173266817097
31622.776601683792,-0.015850172308611854
39810.71705534969,-0.013164193486885467
50118.72336272724,-0.010943796501878489
63095.7344480193,-0.009117386400231298
79432.82347242821,-0.007612287053624378
100000.0,-0.006360988620018215
125892.5411794166,-0.005308397638512874
158489.3192461114,-0.00441587636176477
199526.2314968879,-0.0036601577705767108
251188.6431509582,-0.0030279319766960966
316227.7660168379,-0.002508749657433307
398107.17055349686,-0.0020892483015750862
501187.2336272725,-0.0017507190757143354
630957.344480193,-0.0014703797849437983
794328.2347242822,-0.001225216247052796
1000000.0,-0.000996474336320996
