freq,Zimag
0.01,-0.003729676675078508
0.01258925411794166,-0.0014128978608312082
0.01584893192461111,-0.00010283979941050347
0.019952623149688792,0.00031803188701928775
0.02511886431509577,0.0001031986842860988
0.031622776601683784,-0.0004510632589074248
0.039810717055349686,-0.001099620303506299
0.05011872336272714,-0.0017090881046328832
0.0630957344480193,-0.00226514348952378
0.07943282347242805,-0.0028299580983741635
0.1,-0.0034753025925056136
0.12589254117941662,-0.004226965163979912
0.1584893192461111,-0.005048749339607639
0.1995262314968879,-0.005872679526021329
0.2511886431509577,-0.006656976391752778
0.31622776601683794,-0.007437960134268451
0.3981071705534969,-0.008344725612857928
0.5011872336272715,-0.009565197224048916
0.6309573444801929,-0.011278795036162137
0.7943282347242805,-0.01359027297769444
1.0,-0.016500824054048735
1.2589254117941662,-0.01993509283778394
1.584893192461111,-0.023815096743078357
1.9952623149688788,-0.028148326633356646
2.5118864315095766,-0.03308946709748284
3.1622776601683795,-0.038947023181293616
3.981071705534969,-0.046131557319114336
5.011872336272715,-0.05506863859210398
6.30957344480193,-0.06611429308568972
7.943282347242805,-0.07950699224878122
10.0,-0.09537007141479137
12.589254117941664,-0.1137514633183514
15.848931924611108,-0.13466626684594019
19.95262314968879,-0.15810205759743212
25.118864315095767,-0.18396057058505733
31.622776601683796,-0.21193807596711167
39.81071705534969,-0.2413795989705534
50.11872336272725,-0.2711656876929567
63.09573444801929,-0.2996936520540032
79.43282347242804,-0.3249939120024976
100.0,-0.34498136404565116
125.89254117941664,-0.3577948412140586
158.48931924611125,-0.36214195977038344
199.5262314968879,-0.35755631028052903
251.18864315095797,-0.3444945787218785
316.227766016838,-0.3242465689401399
398.10717055349687,-0.29868534749203945
501.187233627272,-0.26992856050270575
630.957344480193,-0.24000057254363583
794.3282347242813,-0.21057392468910052
1000.0,-0.18283465612526584
1258.9254117941662,-0.1574738869352359
1584.8931924611124,-0.1347732944439599
1995.2623149688789,-0.11473501414329235
2511.8864315095802,-0.0972089063550925
3162.2776601683795,-0.08198648429652167
3981.0717055349687,-0.06885185715501052
5011.8723362727205,-0.05759738940102466
6309.57344480193,-0.04802064560448116
7943.282347242814,-0.039919161528189306
10000.0,-0.03309327843868459
12589.254117941662,-0.027358605401076375
15848.93192461114,-0.02256223724236861
19952.623149688792,-0.018593225525279422
25118.864315095827,-0.015379069324509942
31622.776601683792,-0.012865771996231956
39810.71705534969,-0.010987092412392485
50118.72336272724,-0.009635512970788795
63095.7344480193,-0.008649961982243326
79432.82347242821,-0.007831182335443998
100000.0,-0.006984531535977112
125892.5411794166,-0.005977061165374664
158489.3192461114,-0.004786534414144228
199526.2314968879,-0.0035173322667461093
251188.6431509582,-0.002368519201070285
316227.7660168379,-0.0015552220199808175
398107.17055349686,-0.0012046625846906522
501187.2336272725,-0.0012601018558022758
630957.344480193,-0.0014286812027286544
794328.2347242822,-0.0011962596779131474
1000000.0,8.711158647578543e-05
