freq,Zimag
0.01,-0.0027322455282572378
0.01258925411794166,-0.004684671160390508
0.01584893192461111,-0.005488483837751801
0.019952623149688792,-0.005446139848288567
0.02511886431509577,-0.005100554847970784
0.031622776601683784,-0.0051014789964938245
0.039810717055349686,-0.00602557595681219
0.05011872336272714,-0.008205558631431131
0.0630957344480193,-0.01162993316896177
0.07943282347242805,-0.01595800376045986
0.1,-0.02065736074236213
0.12589254117941662,-0.025225184688906666
0.1584893192461111,-0.02941823072521288
0.1995262314968879,-0.03340586824785419
0.2511886431509577,-0.03778354994361166
0.31622776601683794,-0.04343443892196319
0.3981071705534969,-0.051286000605188065
0.5011872336272715,-0.06205207136501656
0.6309573444801929,-0.07605983358040191
0.7943282347242805,-0.09322937742543047
1.0,-0.11321214099541521
1.2589254117941662,-0.13562763125928257
1.584893192461111,-0.1602930571492891
1.9952623149688788,-0.1873375625715994
2.5118864315095766,-0.21713504099348313
3.1622776601683795,-0.25006219352425774
3.981071705534969,-0.2861638576658976
5.011872336272715,-0.32485560424409243
6.30957344480193,-0.36479345723043366
7.943282347242805,-0.4039893164566024
10.0,-0.4401648323800629
12.589254117941664,-0.4712467833423517
15.848931924611108,-0.4958471833504916
19.95262314968879,-0.513565550309167
25.118864315095767,-0.5250038861902624
31.622776601683796,-0.5314799508730488
39.81071705534969,-0.534527979342009
50.11872336272725,-0.5353505270639332
63.09573444801929,-0.5344030392725259
79.43282347242804,-0.531247118509615
100.0,-0.5247159195214905
125.89254117941664,-0.5133294444657821
158.48931924611125,-0.4958167157105464
199.5262314968879,-0.4715735363536595
251.18864315095797,-0.44091604705365484
316.227766016838,-0.4050665962452342
398.10717055349687,-0.3658993125162482
501.187233627272,-0.3255451289830944
630.957344480193,-0.2859865991532047
794.3282347242813,-0.24875608514280145
1000.0,-0.214799150579978
1258.9254117941662,-0.18450184542390957
1584.8931924611124,-0.1578304119108509
1995.2623149688789,-0.13451042980571515
2511.8864315095802,-0.11418156690612591
3162.2776601683795,-0.09649356309989798
3981.0717055349687,-0.08114239229419695
5011.8723362727205,-0.06786813492342958
6309.57344480193,-0.05644130224359856
7943.282347242814,-0.04665501398892502
10000.0,-0.0383257469310081
12589.254117941662,-0.031295120198592485
15848.93192461114,-0.025424468893902485
19952.623149688792,-0.020581150682886573
25118.864315095827,-0.016624238377090705
31622.776601683792,-0.013400435596850002
39810.71705534969,-0.010756662195404942
50118.72336272724,-0.008564876834924462
63095.7344480193,-0.00674597007790112
79432.82347242821,-0.005277420837956015
100000.0,-0.004175790596661955
125892.5411794166,-0.0034591618058925633
158489.3192461114,-0.003105097909184451
199526.2314968879,-0.0030251140541679433
251188.6431509582,-0.0030698768096470985
316227.7660168379,-0.003066034973798537
398107.17055349686,-0.0028712363591694157
501187.2336272725,-0.0024252645588376254
630957.344480193,-0.00177667563156092
794328.2347242822,-0.0010733101863991124
1000000.0,-0.0005202929975496318
