tau,gamma
1e-07,0.04630212396117268
1.1097524964120721e-07,0.09899293650480898
1.2315506032928263e-07,0.17297501952376104
1.3667163564620074e-07,0.2463390174689561
1.5167168884709241e-07,0.2847206584516661
1.6831803533309585e-07,0.264484686169492
1.867913599020781e-07,0.18987517401419482
2.0729217795953698e-07,0.08275548724410633
2.300430119772917e-07,-0.04029262882540577
2.5529080682395163e-07,-0.16917363094328414
2.833096101839324e-07,-0.28018950197646114
3.1440354715915e-07,-0.33391005327577084
3.489101213406774e-07,-0.30656483927023653
3.872038781812557e-07,-0.21627059445106422
4.2970047043208437e-07,-0.10732006173678553
4.768611697714474e-07,-0.012810921025699388
5.291978735958437e-07,0.059531655173931275
5.872786613189477e-07,0.11234250251168737
6.517339604882421e-07,0.14471915363376275
7.232633896483533e-07,0.15552644525799378
8.026433522257174e-07,0.15009455294778717
8.907354638610439e-07,0.13679424923733313
9.884959046625586e-07,0.11964075262780352
1.096985797892384e-06,0.09774278898640407
1.217382727739662e-06,0.07022654330661159
1.3509935211980278e-06,0.038732847855241774
1.499268432786047e-06,0.005744587909486614
1.6638168860761274e-06,-0.026994769867482827
1.8464249428955464e-06,-0.057750299501266034
2.049074689815846e-06,-0.08371403004471092
2.2739657523579273e-06,-0.10148969860103205
2.523539170434766e-06,-0.10854855837053015
2.800503894183631e-06,-0.10419267066737187
3.107866187782014e-06,-0.08955185048950866
3.4489622604057595e-06,-0.06701711584710554
3.827494478516315e-06,-0.03957913026991665
4.247571552536894e-06,-0.010325847310493677
4.713753134116729e-06,0.017773868501572514
5.2310993080562585e-06,0.041850897870576324
5.805225516094895e-06,0.05920835234869187
6.44236350872137e-06,0.0678022702441177
7.149428986597577e-06,0.06693359786811814
7.934096665797492e-06,0.057525571665214215
8.804883581643465e-06,0.04169658491989404
9.771241535346501e-06,0.022048774402736022
1.0843659686896109e-05,0.0012326450840631018
1.2033778407775906e-05,-0.018139933091210158
1.3354515629298974e-05,-0.033559279083960995
1.48202070579886e-05,-0.042918076226789476
1.6446761779946626e-05,-0.04499442612163343
1.8251834943190462e-05,-0.03981095296282268
2.0255019392306664e-05,-0.028579983806563215
2.2478058335487252e-05,-0.013275671860771707
2.4945081352303165e-05,0.0038200992688462044
2.7682866303920665e-05,0.02035947409829609
3.072112998861759e-05,0.0340681818576932
3.409285069746814e-05,0.04300274402964147
3.783462617131933e-05,0.04593184244801286
4.1987070844439056e-05,0.04263896006395206
4.659525668664687e-05,0.033953902129291905
5.170920242896755e-05,0.021489381467320448
5.7384416483024044e-05,0.007251228282309435
6.368249944718586e-05,-0.0066609444713095324
7.067181273927492e-05,-0.018226548408073025
7.842822061337681e-05,-0.025707562539627717
8.703591361485166e-05,-0.02797103735513191
9.658832241158708e-05,-0.024780677405305727
0.00010718913192051276,-0.01684577864529711
0.00011895340673703195,-0.005606309977424817
0.0001320088400831418,0.007086854656124934
0.00014649713983072864,0.019237919520168067
0.0001625755666443795,0.02888753973797282
0.00018041864093920718,0.034312106160873095
0.00020022003718155845,0.03433937942202528
0.0002221946860939524,0.028687814553591713
0.0002465811075822604,0.01807557292808543
0.0002736439997074672,0.004000720393078519
0.00030367711180354605,-0.011581613301647156
0.00033700643292719284,-0.02644512945769227
0.0003739937302478798,-0.03822344687529132
0.0004150404757850477,-0.04470586696151714
0.00046059220411451084,-0.044250244960602064
0.0005111433483440171,-0.03605293987786169
0.0005672426068491978,-0.020221904105366922
0.0006294988990221888,0.002174203258287327
0.0006985879746785249,0.029127839269353986
0.0007752597488629464,0.05808602582573295
0.000860346441668451,0.08658902994985052
0.0009547716114208065,0.11239448363468733
0.001059560179277617,0.1328707686058692
0.0011758495540521582,0.14488483897834872
0.0013049019780144017,0.1462651594263556
0.001448118227674533,0.1375179431105991
0.0016070528182616384,0.12138415488022254
0.0017834308769319094,0.10063666684436906
0.0019791668678535573,0.07726258621935761
0.002196385372416547,0.053807684471731634
0.002437444150122222,0.03359573092471746
0.002704959730463137,0.01845628382706252
0.0030018358135755923,0.00836823554045559
0.003331294787934677,0.005947974148347128
0.0036969127071950323,0.019588352013565232
0.00410265810582719,0.05838025204459317
0.004552935074866948,0.1255976294310627
0.00505263106533568,0.22294542033710943
0.005607169938205458,0.3580048370691355
0.006222570836730231,0.5317232560720702
0.006905513520162331,0.7098418957455707
0.007663410868007463,0.8218396676061257
0.008504489341802686,0.8105560848981062
0.009437878277775391,0.6850020100245083
0.010473708979594508,0.5125038761067816
0.011623224686798541,0.3598543198213514
0.01289890261253308,0.2522907401137769
0.014314589375234785,0.18337104485176228
0.015885651294280528,0.14315454888308934
0.01762914118095948,0.12824456658350605
0.01956398343517065,0.1373745525730469
0.021711179456945052,0.1697104814174816
0.02409403560239527,0.2233049096846147
0.026738416158399492,0.28566277149958647
0.029673024081888724,0.328490297607816
0.032929712550971546,0.32286541050470163
0.036543830709572546,0.26186403719373846
0.040554607358408275,0.1610681458264014
0.04500557675700498,0.03819776158911236
0.0499450511585514,-0.09425869723867863
0.05542664520663107,-0.2128272173090247
0.06150985788580504,-0.2774889360363358
0.06826071834272393,-0.25852751737138857
0.0757525025877192,-0.16141850065117158
0.08406652885618333,-0.011651755540057634
0.09329304026284696,0.1745359673553304
0.10353218432956637,0.38167764557041517
0.11489510001873086,0.5618430999791811
0.1275051240713013,0.6412271533066426
0.1414991297434576,0.5749661290897531
0.15702901247293774,0.37944678462642084
0.17426333860096507,0.10254906468193047
0.19338917504552322,-0.21331901018528898
0.21461411978584058,-0.5194212231395927
0.23816855519761607,-0.7374231334975563
0.2643081486974108,-0.7893119736120691
0.29331662783900486,-0.6561181022556769
0.32550885998350565,-0.3851483025986927
0.36123426997094304,-0.040916859609191815
0.40088063288984643,0.32232213744047056
0.4448782831127585,0.6370193985567542
0.4937047852839004,0.8141896445115495
0.5478901179593945,0.7951029147726038
0.6080224261649427,0.6015394277825357
0.67475440531107,0.3124899175066803
0.748810385759003,0.0007299587115223952
0.8309941949353403,-0.2870919998090566
0.9221978823334341,-0.5040200703536415
1.0234114021054528,-0.5996854864763997
1.135733358343105,-0.5604384281777484
1.2603829296797273,-0.4322063341874214
1.3987131026472386,-0.28599668443830634
1.552225357427048,-0.1669287014781334
1.7225859653987874,-0.0822041995996398
1.9116440753857036,-0.024135032071295498
2.121451784910632,0.011486404752423632
2.35428641432242,0.026718452324430965
2.612675225563332,0.026912580952614066
2.8994228538828812,0.018590716244725806
3.2176417502507353,0.00533687733018313
3.5707859649004625,-0.011446575372954673
3.9626886387014784,-0.029622040564364596
4.397603609302721,-0.04613838191610117
4.880251583654434,-0.058765932652303204
5.415871378079476,-0.06647567159877704
6.010276782070388,-0.06854946296316795
6.669919663030129,-0.06461955566550368
7.401959996915652,-0.055608534862708274
8.214343584919439,-0.043642890403817254
9.115888299750837,-0.03077161715167179
10.11637979766207,-0.018401109783123582
11.226677735108158,-0.008041639176889123
12.458833642950081,-0.0015494249315250073
13.826221737646593,0.0002189644087354575
15.343684089300131,-0.0013675312261712265
17.02769172225898,-0.0035643619105597945
18.896523396912116,-0.004376574670738948
20.970464013232306,-0.0036254887641617335
23.27202478960412,-0.002244655383250416
25.826187606826746,-0.0010845977457884352
28.66067616948256,-0.0004180004990158322
31.80625692794119,-0.00013005147524808116
35.297073027306574,-3.2897578467985664e-05
39.17101490809261,-6.795147648545252e-06
43.47013158125035,-1.1491837917270102e-06
48.241087041653735,-1.5939518598420765e-07
53.535666774107185,-1.8152151009514974e-08
